,municipality_code,avg_net_salary,year
6868,33447,21830.459800403078,1970-01-01
6869,33448,27223.791740950164,1970-01-01
6870,33449,30686.13694221166,1970-01-01
6871,33466,23244.789830488222,1970-01-01
6872,33473,22959.368739478632,1970-01-01
6873,33474,29050.051972857196,1970-01-01
6874,33478,20735.41157045103,1970-01-01
6875,33483,28250.06408346413,1970-01-01
6876,33492,22080.3162466594,1970-01-01
6877,33496,30342.665588553864,1970-01-01
6878,33498,26139.27368437221,1970-01-01
6879,33501,28559.618256193757,1970-01-01
6880,33514,22164.76525178661,1970-01-01
6881,33519,31194.142285277067,1970-01-01
6882,33522,26919.859419652472,1970-01-01
6883,33523,23358.314477436124,1970-01-01
6884,33527,26092.496424114663,1970-01-01
6885,33529,25414.50987606768,1970-01-01
6886,33533,22238.48739654269,1970-01-01
6887,33535,27846.119391260534,1970-01-01
6888,33539,25233.250377173925,1970-01-01
6889,33540,23185.529630556382,1970-01-01
6890,33550,25519.457677334893,1970-01-01
6891,33554,30111.118664415517,1970-01-01
6892,33555,25886.82887655301,1970-01-01
6893,34003,22522.1193000076,1970-01-01
6894,34010,26131.276494479698,1970-01-01
6895,34022,30720.597119173955,1970-01-01
6896,34023,24844.578978807593,1970-01-01
6897,34024,26800.32175657492,1970-01-01
6898,34025,23170.2746148015,1970-01-01
6899,34028,22688.006964937682,1970-01-01
6900,34031,22658.75350033932,1970-01-01
6901,34032,22286.36394920681,1970-01-01
6902,34037,24874.97119615144,1970-01-01
6903,34051,25294.78209518606,1970-01-01
6904,34052,22685.261131294214,1970-01-01
6905,34057,29705.371816946645,1970-01-01
6906,34058,31128.30529572873,1970-01-01
6907,34063,21274.47297174254,1970-01-01
6908,34069,22950.588708585718,1970-01-01
6909,34073,22956.417674553268,1970-01-01
6910,34074,22699.12619280797,1970-01-01
6911,34077,33094.3158833802,1970-01-01
6912,34079,22950.84023006284,1970-01-01
6913,34081,24022.276025213832,1970-01-01
6914,34087,25504.56659934165,1970-01-01
6915,34088,24529.98352130708,1970-01-01
6916,34090,29600.733386472788,1970-01-01
6917,34095,25852.83359750764,1970-01-01
6918,34101,22834.104751626888,1970-01-01
6919,34108,23615.3231292857,1970-01-01
6920,34111,20886.398640014908,1970-01-01
6921,34113,24901.50560815845,1970-01-01
6922,34114,24390.183364575943,1970-01-01
6923,34116,27150.242024231142,1970-01-01
6924,34120,29473.009900935333,1970-01-01
6925,34123,26747.44138235315,1970-01-01
6926,34126,23614.724253598302,1970-01-01
6927,34127,26698.99046826739,1970-01-01
6928,34129,30437.737492673237,1970-01-01
6929,34134,26618.667173462363,1970-01-01
6930,34135,24021.54359371931,1970-01-01
6931,34140,25992.59916341052,1970-01-01
6932,34142,21201.601094313457,1970-01-01
6933,34143,23725.17695231484,1970-01-01
6934,34145,23142.549149401137,1970-01-01
6935,34146,23997.803778628502,1970-01-01
6936,34147,23707.836705842015,1970-01-01
6937,34148,24005.419081387383,1970-01-01
6938,34150,21682.639985584574,1970-01-01
6939,34151,24016.205630766803,1970-01-01
6940,34153,29690.51150677157,1970-01-01
6941,34154,28358.353679430136,1970-01-01
6942,34155,24535.072119017463,1970-01-01
6943,34157,24122.02246206953,1970-01-01
6944,34159,25139.88044071959,1970-01-01
6945,34161,23532.593434086102,1970-01-01
6946,34162,22723.435076132333,1970-01-01
6947,34163,28043.3542314744,1970-01-01
6948,34165,25929.642934246323,1970-01-01
6949,34166,24015.00969240428,1970-01-01
6950,34169,41119.95404410822,1970-01-01
6951,34172,24990.660086223284,1970-01-01
6952,34176,28456.18084194067,1970-01-01
6953,34178,23163.117091509663,1970-01-01
6954,34183,22883.486771137723,1970-01-01
6955,34192,24789.214947132445,1970-01-01
6956,34194,22010.391504895248,1970-01-01
6957,34198,31311.49003906287,1970-01-01
6958,34199,22509.5515495891,1970-01-01
6959,34202,26879.057376939585,1970-01-01
6960,34207,22773.982533705133,1970-01-01
6961,34209,24828.808820924467,1970-01-01
6962,34210,22786.797355078306,1970-01-01
6963,34213,25250.031925953746,1970-01-01
6964,34217,30514.394869873457,1970-01-01
6965,34225,22249.84553222049,1970-01-01
6966,34237,21733.87733244364,1970-01-01
6967,34239,24316.95728155876,1970-01-01
6968,34240,29008.53314322709,1970-01-01
6969,34244,27188.205521759457,1970-01-01
6970,34246,29383.479948752025,1970-01-01
6971,34247,40414.71202830516,1970-01-01
6972,34249,29382.054912313735,1970-01-01
6973,34255,35552.18589302198,1970-01-01
6974,34259,26792.32436266823,1970-01-01
6975,34270,30037.073635059398,1970-01-01
6976,34272,25664.763725887467,1970-01-01
6977,34274,25474.71911056472,1970-01-01
6978,34276,28040.44055200752,1970-01-01
6979,34281,24182.317787191747,1970-01-01
6980,34289,21950.18750596126,1970-01-01
6981,34298,25267.257069745956,1970-01-01
6982,34299,24015.454585174237,1970-01-01
6983,34300,22634.590221733848,1970-01-01
6984,34301,23410.38233403433,1970-01-01
6985,34307,35320.3894205697,1970-01-01
6986,34309,33544.90001079835,1970-01-01
6987,34310,24125.702368929433,1970-01-01
6988,34320,29911.69569241654,1970-01-01
6989,34321,26957.13341842084,1970-01-01
6990,34324,22308.801131755685,1970-01-01
6991,34327,27445.24974324788,1970-01-01
6992,34329,23568.89065722264,1970-01-01
6993,34332,22321.68282663283,1970-01-01
6994,34333,23276.53679425984,1970-01-01
6995,34336,22613.720694381907,1970-01-01
6996,34337,26629.198692727907,1970-01-01
6997,34341,24536.18378162643,1970-01-01
6998,34344,26195.695862711098,1970-01-01
6999,35001,29020.66075877824,1970-01-01
7000,35004,22313.93586218506,1970-01-01
7001,35006,24670.965046776597,1970-01-01
7002,35012,24361.435275495685,1970-01-01
7003,35013,24633.259067918592,1970-01-01
7004,35014,22336.583523983267,1970-01-01
7005,35015,23747.447257456468,1970-01-01
7006,35016,24705.21832777034,1970-01-01
7007,35023,25515.038182909917,1970-01-01
7008,35024,30372.69209551523,1970-01-01
7009,35031,25737.8319166918,1970-01-01
7010,35032,26488.909014397464,1970-01-01
7011,35033,25899.690383277262,1970-01-01
7012,35037,25281.84819800076,1970-01-01
7013,35039,26765.305703268856,1970-01-01
7014,35040,24339.5838587012,1970-01-01
7015,35047,29300.59298663169,1970-01-01
7016,35049,26765.27716889008,1970-01-01
7017,35051,33860.868727266854,1970-01-01
7018,35055,27712.501658544246,1970-01-01
7019,35059,28219.730816114472,1970-01-01
7020,35065,24718.84787894977,1970-01-01
7021,35066,26382.59392000468,1970-01-01
7022,35068,26607.48256025296,1970-01-01
7023,35069,29975.135122464344,1970-01-01
7024,35076,25988.024985474556,1970-01-01
7025,35079,28912.711006681144,1970-01-01
7026,35080,26579.31998994709,1970-01-01
7027,35085,24221.95339631813,1970-01-01
7028,35088,25972.363788023198,1970-01-01
7029,35090,25120.244837300517,1970-01-01
7030,35093,28412.489926476836,1970-01-01
7031,35095,23050.46502370576,1970-01-01
7032,35096,24357.112411237795,1970-01-01
7033,35097,22523.638333309198,1970-01-01
7034,35099,27534.92419024256,1970-01-01
7035,35109,24046.23558543133,1970-01-01
7036,35115,22608.85724713707,1970-01-01
7037,35116,21226.16232487223,1970-01-01
7038,35120,27385.018005455655,1970-01-01
7039,35123,25787.475457081164,1970-01-01
7040,35124,22964.03669740944,1970-01-01
7041,35125,22257.663097284527,1970-01-01
7042,35126,25741.48176078552,1970-01-01
7043,35127,23922.307561714748,1970-01-01
7044,35130,25043.233945877968,1970-01-01
7045,35131,24854.579012530718,1970-01-01
7046,35133,23474.797625486844,1970-01-01
7047,35135,23449.23204609895,1970-01-01
7048,35136,24932.41601341564,1970-01-01
7049,35137,24264.693852495282,1970-01-01
7050,35139,29392.827921206383,1970-01-01
7051,35150,26598.829303990402,1970-01-01
7052,35152,28274.376826333086,1970-01-01
7053,35162,21215.13272960973,1970-01-01
7054,35167,23084.374599967046,1970-01-01
7055,35168,22353.037528312758,1970-01-01
7056,35173,28830.112568338536,1970-01-01
7057,35176,22430.362051697604,1970-01-01
7058,35177,29678.552502513096,1970-01-01
7059,35179,22298.65653392032,1970-01-01
7060,35184,24712.861737438598,1970-01-01
7061,35188,26131.39158028381,1970-01-01
7062,35189,29493.376982987553,1970-01-01
7063,35191,21903.479750256833,1970-01-01
7064,35195,24813.6918819446,1970-01-01
7065,35196,25570.90441640572,1970-01-01
7066,35204,27084.750939661142,1970-01-01
7067,35206,26356.3180988744,1970-01-01
7068,35207,26981.76815907864,1970-01-01
7069,35208,26237.57493481361,1970-01-01
7070,35210,32132.956679655097,1970-01-01
7071,35219,21769.83382093939,1970-01-01
7072,35220,24291.344207807946,1970-01-01
7073,35221,23891.416433688257,1970-01-01
7074,35223,23167.15193050768,1970-01-01
7075,35224,21470.09873894595,1970-01-01
7076,35227,25865.607250919067,1970-01-01
7077,35228,24599.467879058077,1970-01-01
7078,35236,24094.289001741323,1970-01-01
7079,35238,27037.6665358749,1970-01-01
7080,35239,23438.45539760252,1970-01-01
7081,35240,27412.94233223128,1970-01-01
7082,35241,28303.67254445167,1970-01-01
7083,35243,24208.66009931424,1970-01-01
7084,35245,25469.82727707855,1970-01-01
7085,35251,25856.46260419732,1970-01-01
7086,35253,24571.532167703248,1970-01-01
7087,35256,32221.622691351728,1970-01-01
7088,35257,21972.5698874025,1970-01-01
7089,35263,27205.544319400902,1970-01-01
7090,35264,25464.551209742374,1970-01-01
7091,35265,24856.821939064936,1970-01-01
7092,35266,26272.845732120444,1970-01-01
7093,35273,22541.029109657422,1970-01-01
7094,35275,26153.82738877072,1970-01-01
7095,35278,36782.71329749234,1970-01-01
7096,35281,23619.938036299878,1970-01-01
7097,35282,23696.37125343743,1970-01-01
7098,35284,25033.295430739046,1970-01-01
7099,35287,30356.57534967148,1970-01-01
7100,35288,25588.7130178174,1970-01-01
7101,35294,24115.850467168817,1970-01-01
7102,35297,22045.40187956597,1970-01-01
7103,35299,23807.36452240091,1970-01-01
7104,35306,24650.31470524841,1970-01-01
7105,35308,22797.671014933912,1970-01-01
7106,35319,24372.207835920304,1970-01-01
7107,35326,24090.83952003001,1970-01-01
7108,35327,26761.07292392862,1970-01-01
7109,35328,21778.56218279869,1970-01-01
7110,35331,24955.50381116374,1970-01-01
7111,35334,32450.05342868672,1970-01-01
7112,35337,25082.55457774612,1970-01-01
7113,35347,23107.433075258898,1970-01-01
7114,35352,28828.944673260004,1970-01-01
7115,35353,26045.753706090123,1970-01-01
7116,35360,25167.858956822216,1970-01-01
7117,35363,26645.731981612204,1970-01-01
7118,36005,24097.151614467388,1970-01-01
7119,36006,23018.09362823334,1970-01-01
7120,36018,20579.341933813568,1970-01-01
7121,36031,21005.73160951356,1970-01-01
7122,36034,21857.426001427382,1970-01-01
7123,36044,23236.18495993668,1970-01-01
7124,36045,21057.35364590112,1970-01-01
7125,36046,22391.91519038474,1970-01-01
7126,36063,23294.849149515576,1970-01-01
7127,36088,23513.516005150625,1970-01-01
7128,36093,21329.663619449457,1970-01-01
7129,36159,27106.380695903783,1970-01-01
7130,36171,22532.330592100785,1970-01-01
7131,36202,24224.981213967534,1970-01-01
7132,36228,21957.942462795978,1970-01-01
7133,36241,22557.991838543803,1970-01-01
7134,37003,25586.639842095698,1970-01-01
7135,37006,27936.085734300013,1970-01-01
7136,37008,27943.802383920873,1970-01-01
7137,37010,24072.463684582402,1970-01-01
7138,37014,26856.668707347206,1970-01-01
7139,37015,29668.633023302547,1970-01-01
7140,37018,30866.10916572565,1970-01-01
7141,37022,22049.28775802735,1970-01-01
7142,37027,24132.678685371073,1970-01-01
7143,37031,22891.246232382528,1970-01-01
7144,37050,26740.319970722725,1970-01-01
7145,37054,27348.33438053389,1970-01-01
7146,37063,20887.62282287317,1970-01-01
7147,37072,22267.94761645272,1970-01-01
7148,37074,23012.652593693485,1970-01-01
7149,37077,24419.26587200464,1970-01-01
7150,37091,25090.76482203018,1970-01-01
7151,37104,26813.66196366312,1970-01-01
7152,37109,32237.677837033574,1970-01-01
7153,37115,23122.046144222666,1970-01-01
7154,37122,24347.408394025806,1970-01-01
7155,37123,23800.90449186177,1970-01-01
7156,37124,30204.25891722858,1970-01-01
7157,37130,21880.79421020493,1970-01-01
7158,37132,22500.36550542745,1970-01-01
7159,37139,27709.3441105663,1970-01-01
7160,37151,29363.871925612948,1970-01-01
7161,37152,30424.63173611644,1970-01-01
7162,37153,26145.47911416641,1970-01-01
7163,37154,28897.096821179683,1970-01-01
7164,37156,27437.776110061593,1970-01-01
7165,37159,26462.985679920243,1970-01-01
7166,37163,24783.29593983661,1970-01-01
7167,37167,23411.99306625525,1970-01-01
7168,37172,27998.515114738897,1970-01-01
7169,37179,27198.388483593237,1970-01-01
7170,37195,24086.81744850017,1970-01-01
7171,37203,34061.10556557218,1970-01-01
7172,37208,33722.12556247953,1970-01-01
7173,37211,25248.93225883192,1970-01-01
7174,37214,32886.49944770773,1970-01-01
7175,37225,26083.9970752068,1970-01-01
7176,37226,22595.239776688304,1970-01-01
7177,37233,23533.19650542788,1970-01-01
7178,37243,29323.941130416115,1970-01-01
7179,37245,26336.404286370722,1970-01-01
7180,37250,25389.17785963632,1970-01-01
7181,37261,25477.609629916264,1970-01-01
7182,37263,25804.8630775208,1970-01-01
7183,37266,27558.303928041976,1970-01-01
7184,37267,28136.07932273138,1970-01-01
7185,37270,29216.297330353773,1970-01-01
7186,37273,25172.02823347776,1970-01-01
7187,37281,31230.385766163945,1970-01-01
7188,38001,24262.152654789694,1970-01-01
7189,38006,30772.593841297487,1970-01-01
7190,38012,24057.355816605752,1970-01-01
7191,38013,30980.860944121818,1970-01-01
7192,38022,24916.167877972643,1970-01-01
7193,38034,22748.840062514384,1970-01-01
7194,38039,42708.336847433886,1970-01-01
7195,38045,56942.786857390616,1970-01-01
7196,38052,24942.616142536826,1970-01-01
7197,38053,25233.37972422777,1970-01-01
7198,38058,25674.943949019093,1970-01-01
7199,38059,37282.99688968382,1970-01-01
7200,38061,34405.55802298852,1970-01-01
7201,38064,26858.6410453452,1970-01-01
7202,38065,26073.465451588287,1970-01-01
7203,38071,27896.19555671421,1970-01-01
7204,38072,26331.678732713168,1970-01-01
7205,38075,30597.204289190264,1970-01-01
7206,38085,25741.309000505826,1970-01-01
7207,38087,25145.45450746912,1970-01-01
7208,38094,25264.98611220912,1970-01-01
7209,38095,25582.610374870284,1970-01-01
7210,38097,25037.78700587601,1970-01-01
7211,38100,29838.609156246977,1970-01-01
7212,38105,27905.892502667084,1970-01-01
7213,38110,32759.165082354437,1970-01-01
7214,38111,36740.38637654403,1970-01-01
7215,38124,25896.764444302567,1970-01-01
7216,38126,48791.57481569061,1970-01-01
7217,38130,24613.218046562957,1970-01-01
7218,38131,32669.62628174664,1970-01-01
7219,38133,36684.863972221014,1970-01-01
7220,38138,28194.04832473957,1970-01-01
7221,38140,37263.030449584025,1970-01-01
7222,38144,28345.036209828882,1970-01-01
7223,38148,27690.564891633097,1970-01-01
7224,38150,27714.069624585893,1970-01-01
7225,38151,24597.48366966946,1970-01-01
7226,38157,28675.032313614047,1970-01-01
7227,38158,29419.24828441653,1970-01-01
7228,38160,27895.700490377538,1970-01-01
7229,38169,24643.051960017758,1970-01-01
7230,38170,32538.792893418442,1970-01-01
7231,38175,28946.23453328498,1970-01-01
7232,38176,35087.620215593946,1970-01-01
7233,38179,29579.590834964347,1970-01-01
7234,38181,31128.241636803763,1970-01-01
7235,38182,26923.24370066804,1970-01-01
7236,38185,27988.64732902584,1970-01-01
7237,38189,27878.143076897933,1970-01-01
7238,38193,26071.447592322496,1970-01-01
7239,38194,27035.31272380138,1970-01-01
7240,38199,32977.217417969725,1970-01-01
7241,38200,34013.61477448716,1970-01-01
7242,38205,32585.5862861882,1970-01-01
7243,38214,36519.04567599415,1970-01-01
7244,38215,31399.962132793986,1970-01-01
7245,38225,24735.372717114333,1970-01-01
7246,38229,38319.647670130376,1970-01-01
7247,38239,28461.350899647667,1970-01-01
7248,38247,23500.53360048249,1970-01-01
7249,38249,40036.07292818242,1970-01-01
7250,38261,25039.12291115053,1970-01-01
7251,38269,29272.611532127958,1970-01-01
7252,38276,27038.988511140426,1970-01-01
7253,38281,31476.960982145767,1970-01-01
7254,38292,28656.22754815002,1970-01-01
7255,38298,22799.69417926837,1970-01-01
7256,38309,33196.864831433035,1970-01-01
7257,38314,29592.711915574808,1970-01-01
7258,38315,24250.651520618434,1970-01-01
7259,38316,22489.129375505163,1970-01-01
7260,38317,23663.208524964743,1970-01-01
7261,38318,23688.37905387899,1970-01-01
7262,38332,25807.954354559828,1970-01-01
7263,38337,25789.835168120844,1970-01-01
7264,38339,29067.01138727459,1970-01-01
7265,38344,24918.91043697892,1970-01-01
7266,38348,33631.038160133234,1970-01-01
7267,38349,26305.497371944697,1970-01-01
7268,38357,25987.584434591783,1970-01-01
7269,38374,27660.560719491514,1970-01-01
7270,38377,24628.10327611652,1970-01-01
7271,38378,27130.594726068834,1970-01-01
7272,38381,26889.9517665091,1970-01-01
7273,38382,31134.992933463876,1970-01-01
7274,38383,32123.720690973365,1970-01-01
7275,38384,26150.19857182824,1970-01-01
7276,38386,26818.05551884204,1970-01-01
7277,38388,29499.177515550116,1970-01-01
7278,38389,27623.79033154996,1970-01-01
7279,38395,40241.80282614091,1970-01-01
7280,38397,44456.842054497596,1970-01-01
7281,38399,24864.405435387518,1970-01-01
7282,38400,31700.19287297536,1970-01-01
7283,38408,32623.444967874486,1970-01-01
7284,38412,25548.659589104107,1970-01-01
7285,38416,23509.48353885422,1970-01-01
7286,38421,25007.811537330806,1970-01-01
7287,38422,44005.23704630781,1970-01-01
7288,38423,26995.713075321168,1970-01-01
7289,38425,24740.53374884036,1970-01-01
7290,38431,48159.508186984734,1970-01-01
7291,38436,35891.42745653301,1970-01-01
7292,38439,28615.144070194503,1970-01-01
7293,38449,24509.187257439433,1970-01-01
7294,38451,28535.515237086493,1970-01-01
7295,38454,25528.827321107474,1970-01-01
7296,38455,28498.655799087108,1970-01-01
7297,38457,24434.612680064318,1970-01-01
7298,38464,27049.065335415937,1970-01-01
7299,38468,26553.26281746466,1970-01-01
7300,38474,28990.713314747,1970-01-01
7301,38475,28701.069697568633,1970-01-01
7302,38479,26026.156197789747,1970-01-01
7303,38480,28293.918519833685,1970-01-01
7304,38485,28613.88785404932,1970-01-01
7305,38486,35478.786755846624,1970-01-01
7306,38487,33107.39983413063,1970-01-01
7307,38501,27749.27725348834,1970-01-01
7308,38503,34747.677725084875,1970-01-01
7309,38507,26672.25864027616,1970-01-01
7310,38509,23827.886253714634,1970-01-01
7311,38511,32672.07755591397,1970-01-01
7312,38515,28251.19173225476,1970-01-01
7313,38516,38870.391444968365,1970-01-01
7314,38517,27690.73398228428,1970-01-01
7315,38519,31564.09298830642,1970-01-01
7316,38524,31219.54220992134,1970-01-01
7317,38529,34700.94386065398,1970-01-01
7318,38530,28940.99580690973,1970-01-01
7319,38537,25246.864422216528,1970-01-01
7320,38538,30390.66433199706,1970-01-01
7321,38543,24555.96861448312,1970-01-01
7322,38544,26285.222776878334,1970-01-01
7323,38545,29067.91039545375,1970-01-01
7324,38547,27412.2457212564,1970-01-01
7325,38548,25983.579057443458,1970-01-01
7326,38553,24102.45862109467,1970-01-01
7327,38557,32477.86259294541,1970-01-01
7328,38559,24954.97112792793,1970-01-01
7329,38562,24912.65432903848,1970-01-01
7330,38563,28195.94418214319,1970-01-01
7331,38565,31232.737903712437,1970-01-01
7332,39013,22500.471405530665,1970-01-01
7333,39097,21352.29161477576,1970-01-01
7334,39189,25108.218946489596,1970-01-01
7335,39198,24406.822766409903,1970-01-01
7336,39233,23445.145729165524,1970-01-01
7337,39286,23570.13860778413,1970-01-01
7338,39300,23004.262532066452,1970-01-01
7339,39333,22438.60255550623,1970-01-01
7340,39362,23703.099973425782,1970-01-01
7341,39367,24919.28944281012,1970-01-01
7342,39368,20051.613545614007,1970-01-01
7343,39434,23674.69780584891,1970-01-01
7344,39470,24276.200295097115,1970-01-01
7345,39475,23023.72444568105,1970-01-01
7346,39478,22093.06002419989,1970-01-01
7347,39491,24957.492810305517,1970-01-01
7348,39500,20897.35515522855,1970-01-01
7349,39526,28543.32286583924,1970-01-01
7350,40001,24778.557097032834,1970-01-01
7351,40004,25535.33914450665,1970-01-01
7352,40036,23434.463551926343,1970-01-01
7353,40046,24325.46826440021,1970-01-01
7354,40065,27324.62599426433,1970-01-01
7355,40075,23137.75781139914,1970-01-01
7356,40088,22435.594262999188,1970-01-01
7357,40117,21141.6823761234,1970-01-01
7358,40119,21057.1739816205,1970-01-01
7359,40133,26768.264426308317,1970-01-01
7360,40134,19864.34825025997,1970-01-01
7361,40168,22346.76022583004,1970-01-01
7362,40184,23413.968296604347,1970-01-01
7363,40192,22836.26327661188,1970-01-01
7364,40197,21897.013184658063,1970-01-01
7365,40202,23102.693151069525,1970-01-01
7366,40209,26013.60077764029,1970-01-01
7367,40217,22318.887932265112,1970-01-01
7368,40224,23074.33731779085,1970-01-01
7369,40230,23165.627504301094,1970-01-01
7370,40233,23480.393487001544,1970-01-01
7371,40243,22688.013616882432,1970-01-01
7372,40261,23322.697766431338,1970-01-01
7373,40273,24289.782395071103,1970-01-01
7374,40279,22792.695125346327,1970-01-01
7375,40281,23818.904709600727,1970-01-01
7376,40282,23121.578972494186,1970-01-01
7377,40283,24502.1916601229,1970-01-01
7378,40284,22693.55059573183,1970-01-01
7379,40287,25353.326483824247,1970-01-01
7380,40296,30276.02411722962,1970-01-01
7381,40304,31805.779347847238,1970-01-01
7382,40310,24250.71542828808,1970-01-01
7383,40312,32646.3030732,1970-01-01
7384,40313,21947.686313434515,1970-01-01
7385,40317,25777.50313969466,1970-01-01
7386,40331,21996.411385657982,1970-01-01
7387,40332,22933.14700321044,1970-01-01
7388,41018,24497.343854878618,1970-01-01
7389,41031,28606.948581835262,1970-01-01
7390,41032,26701.549839465955,1970-01-01
7391,41047,27837.429830438046,1970-01-01
7392,41055,27123.941483887076,1970-01-01
7393,41059,23771.68100066869,1970-01-01
7394,41067,26720.35452198603,1970-01-01
7395,41097,23092.087532503807,1970-01-01
7396,41104,29320.65900969569,1970-01-01
7397,41106,23603.311862445225,1970-01-01
7398,41136,23775.30515607338,1970-01-01
7399,41142,28717.641428553346,1970-01-01
7400,41149,22428.252661300303,1970-01-01
7401,41150,26192.9529412056,1970-01-01
7402,41151,21719.95049920387,1970-01-01
7403,41158,27458.43670548342,1970-01-01
7404,41161,22385.224494942584,1970-01-01
7405,41164,21788.602930582667,1970-01-01
7406,41167,24305.054966287193,1970-01-01
7407,41173,24060.207863014413,1970-01-01
7408,41185,25199.621083815182,1970-01-01
7409,41194,23037.37803123266,1970-01-01
7410,41198,21698.60230758402,1970-01-01
7411,41211,23801.422469913632,1970-01-01
7412,41212,28506.282157252535,1970-01-01
7413,41220,24199.304185769077,1970-01-01
7414,41226,25932.14596840795,1970-01-01
7415,41232,22571.28282597497,1970-01-01
7416,41238,23680.62052257265,1970-01-01
7417,41242,21693.79394043644,1970-01-01
7418,41269,25387.07345677994,1970-01-01
7419,41276,25019.404864784883,1970-01-01
7420,41280,23027.302353989213,1970-01-01
7421,41295,27579.831978517912,1970-01-01
7422,42005,25930.55968776782,1970-01-01
7423,42011,23204.972164553084,1970-01-01
7424,42013,25166.42765793556,1970-01-01
7425,42019,22979.539146362524,1970-01-01
7426,42022,24208.288775896493,1970-01-01
7427,42023,23539.76561976985,1970-01-01
7428,42044,21715.98273579844,1970-01-01
7429,42052,21410.6529018544,1970-01-01
7430,42056,25496.87042917196,1970-01-01
7431,42059,23353.165733011654,1970-01-01
7432,42069,25398.613916835067,1970-01-01
7433,42071,22468.73816834356,1970-01-01
7434,42092,51327.043908706575,1970-01-01
7435,42094,23111.8008622097,1970-01-01
7436,42095,22121.318638192406,1970-01-01
7437,42097,30435.381033167287,1970-01-01
7438,42099,23910.424877804562,1970-01-01
7439,42103,24284.90453836101,1970-01-01
7440,42110,23342.787472827917,1970-01-01
7441,42123,24014.854426884413,1970-01-01
7442,42127,23072.79359524194,1970-01-01
7443,42147,24423.70858239239,1970-01-01
7444,42149,25683.016017694677,1970-01-01
7445,42165,22897.484529626432,1970-01-01
7446,42168,25633.58407707406,1970-01-01
7447,42170,26085.749615709057,1970-01-01
7448,42176,24117.137512245412,1970-01-01
7449,42177,21905.178472237792,1970-01-01
7450,42182,26084.898724781622,1970-01-01
7451,42183,21407.31014026259,1970-01-01
7452,42184,24623.352907504443,1970-01-01
7453,42186,23285.69510595747,1970-01-01
7454,42187,22145.120703841407,1970-01-01
7455,42189,24219.111459159347,1970-01-01
7456,42207,23857.489669078706,1970-01-01
7457,42211,26790.54068204296,1970-01-01
7458,42218,23618.587107556894,1970-01-01
7459,42222,29452.50332943136,1970-01-01
7460,42223,27253.79674869579,1970-01-01
7461,42224,27174.00339861589,1970-01-01
7462,42225,26735.97299776731,1970-01-01
7463,42234,29910.381801300187,1970-01-01
7464,42237,25510.53062071441,1970-01-01
7465,42256,26044.884553848522,1970-01-01
7466,42259,27717.85473216487,1970-01-01
7467,42271,25687.3435626586,1970-01-01
7468,42275,28358.707120316845,1970-01-01
7469,42279,29223.242456476622,1970-01-01
7470,42285,25200.58980616577,1970-01-01
7471,42299,26260.17530321149,1970-01-01
7472,42302,28649.79160270081,1970-01-01
7473,42304,23400.710255118927,1970-01-01
7474,42305,26341.634028985547,1970-01-01
7475,42316,24223.82624416573,1970-01-01
7476,42323,26888.958154200318,1970-01-01
7477,42330,26304.608551871468,1970-01-01
7478,42332,26247.180813578998,1970-01-01
7479,43012,24860.35980854954,1970-01-01
7480,43020,24131.884163298368,1970-01-01
7481,43025,24272.567006994494,1970-01-01
7482,43040,21552.31782078084,1970-01-01
7483,43041,22660.19210420839,1970-01-01
7484,43046,23686.700569843768,1970-01-01
7485,43051,22346.078210618893,1970-01-01
7486,43078,23614.591033550794,1970-01-01
7487,43087,22682.28480924333,1970-01-01
7488,43089,22470.67987795231,1970-01-01
7489,43112,19809.39355512699,1970-01-01
7490,43137,25530.773634176538,1970-01-01
7491,43152,23893.599667288443,1970-01-01
7492,43153,23759.57851896465,1970-01-01
7493,43157,21865.73002611416,1970-01-01
7494,43162,22012.867119415165,1970-01-01
7495,43177,24337.660869162548,1970-01-01
7496,43184,26982.62551990278,1970-01-01
7497,43185,22873.06208674141,1970-01-01
7498,43190,23834.96657906728,1970-01-01
7499,43205,23732.53604172542,1970-01-01
7500,43211,23518.702963040563,1970-01-01
7501,43213,24029.498306241432,1970-01-01
7502,43216,21535.879169323063,1970-01-01
7503,43224,22997.64055989564,1970-01-01
7504,43244,21240.409114299287,1970-01-01
7505,43251,23413.1708751304,1970-01-01
7506,43268,23098.814227586005,1970-01-01
7507,44001,23130.741630990084,1970-01-01
7508,44002,26496.092035570247,1970-01-01
7509,44003,25097.20263223501,1970-01-01
7510,44005,23490.73789747649,1970-01-01
7511,44007,21512.991702510124,1970-01-01
7512,44009,33289.54654289865,1970-01-01
7513,44010,24906.062985381937,1970-01-01
7514,44012,25895.228958415,1970-01-01
7515,44013,25788.612171022607,1970-01-01
7516,44014,26809.068836506678,1970-01-01
7517,44015,24112.12574648896,1970-01-01
7518,44018,28497.47001752596,1970-01-01
7519,44020,26146.22679236877,1970-01-01
7520,44021,23372.98077837159,1970-01-01
7521,44022,23671.374503910592,1970-01-01
7522,44023,23934.086825679762,1970-01-01
7523,44024,27071.544517075425,1970-01-01
7524,44025,25262.657662115867,1970-01-01
7525,44026,32687.862396649463,1970-01-01
7526,44027,26684.400240528397,1970-01-01
7527,44028,28391.79973565209,1970-01-01
7528,44029,24577.929808429453,1970-01-01
7529,44030,23590.45568703624,1970-01-01
7530,44032,26994.91596405968,1970-01-01
7531,44033,26986.660180909883,1970-01-01
7532,44035,33202.23222950507,1970-01-01
7533,44036,22765.67854000476,1970-01-01
