,municipality_code,avg_net_salary,year
250,07330,22010.11955087036,1970-01-01
251,07331,22033.009542439708,1970-01-01
252,07334,20859.458565224188,1970-01-01
253,07337,26196.682321713903,1970-01-01
254,07341,23236.369245687598,1970-01-01
255,07346,24519.81236082269,1970-01-01
256,07349,22935.313608341134,1970-01-01
257,08053,24820.03415806788,1970-01-01
258,08081,22732.113408306483,1970-01-01
259,08090,22928.88719371414,1970-01-01
260,08105,23612.141648679586,1970-01-01
261,08142,23072.29845177366,1970-01-01
262,08145,24951.26741413852,1970-01-01
263,08174,24475.603188418747,1970-01-01
264,08185,21384.494038020934,1970-01-01
265,08190,22557.593222329986,1970-01-01
266,08302,23515.617456136988,1970-01-01
267,08311,25162.95564774937,1970-01-01
268,08327,23264.497553141566,1970-01-01
269,08328,22790.73923421495,1970-01-01
270,08362,23264.681735222017,1970-01-01
271,08363,22018.987073418608,1970-01-01
272,08367,22807.34287851838,1970-01-01
273,08409,22437.24714871003,1970-01-01
274,08480,24000.336644856932,1970-01-01
275,08488,25172.89181440579,1970-01-01
276,08490,22671.8294338556,1970-01-01
277,08491,24242.850280347968,1970-01-01
278,09122,23337.07360454852,1970-01-01
279,09157,22210.405578162256,1970-01-01
280,09160,21196.775021964542,1970-01-01
281,09167,24036.19167546397,1970-01-01
282,09185,24259.332341517,1970-01-01
283,09194,24617.1670230375,1970-01-01
284,09225,22646.110965638887,1970-01-01
285,09261,22215.80021663912,1970-01-01
286,09265,24386.265153850964,1970-01-01
287,09282,24404.96248385232,1970-01-01
288,09306,22680.886702239037,1970-01-01
289,09312,25552.526699230806,1970-01-01
290,09324,23745.778126753223,1970-01-01
291,09332,25204.170471985955,1970-01-01
292,10003,23714.72297874935,1970-01-01
293,10006,23002.825280696346,1970-01-01
294,10033,22575.004062978456,1970-01-01
295,10034,21684.716779670493,1970-01-01
296,10060,25148.06059884045,1970-01-01
297,10064,22569.365127058565,1970-01-01
298,10081,21604.532010245908,1970-01-01
299,10209,25117.91112925585,1970-01-01
300,10265,21945.8463678039,1970-01-01
301,10268,25915.12713166341,1970-01-01
302,10297,23111.15407770915,1970-01-01
303,10321,28626.553939764144,1970-01-01
304,10323,21911.786197101348,1970-01-01
305,10325,26595.282303512653,1970-01-01
306,10333,25057.1507670302,1970-01-01
307,10340,25407.623112102323,1970-01-01
308,10343,25166.97991301312,1970-01-01
309,10349,27219.690758360284,1970-01-01
310,10357,24270.402868425717,1970-01-01
311,10362,25186.43121482033,1970-01-01
312,10387,23085.44666522585,1970-01-01
313,10401,22120.28295747889,1970-01-01
314,10420,26230.7536576156,1970-01-01
315,11012,24290.93911353164,1970-01-01
316,11049,22686.53533958375,1970-01-01
317,11069,22589.733248543187,1970-01-01
318,11076,22697.62693079209,1970-01-01
319,11099,22966.24048294394,1970-01-01
320,11106,23383.03953740518,1970-01-01
321,11116,22677.088032008956,1970-01-01
322,11145,22712.062013895986,1970-01-01
323,11170,23628.01079546417,1970-01-01
324,11202,22177.21259199154,1970-01-01
325,11203,22261.76591100717,1970-01-01
326,11206,21693.53566302541,1970-01-01
327,11262,23399.278860978382,1970-01-01
328,11266,22059.302573793946,1970-01-01
329,11269,22969.362727828244,1970-01-01
330,11272,25519.132483979858,1970-01-01
331,11279,23286.145400235902,1970-01-01
332,11304,20972.68295090805,1970-01-01
333,11353,22881.928811564005,1970-01-01
334,11360,24388.89170987396,1970-01-01
335,11369,24214.924358554752,1970-01-01
336,11370,24801.172990789102,1970-01-01
337,11379,23407.11155183892,1970-01-01
338,11397,21843.14271093864,1970-01-01
339,11429,25075.161050569262,1970-01-01
340,11441,25381.913891999757,1970-01-01
341,12013,21978.67480377442,1970-01-01
342,12033,23402.70020905708,1970-01-01
343,12043,25287.980916002532,1970-01-01
344,12052,23103.610568577453,1970-01-01
345,12056,23185.673849739313,1970-01-01
346,12089,21715.79210940285,1970-01-01
347,12090,27507.08756562767,1970-01-01
348,12096,22990.46587226771,1970-01-01
349,12100,22700.828617112827,1970-01-01
350,12102,24918.512742124454,1970-01-01
351,12120,22253.213020485902,1970-01-01
352,12133,24756.94191912924,1970-01-01
353,12145,23162.89722174665,1970-01-01
354,12146,24939.970543634325,1970-01-01
355,12169,24154.77412311291,1970-01-01
356,12174,25562.27618390774,1970-01-01
357,12176,24436.865209316376,1970-01-01
358,12202,24024.899097877682,1970-01-01
359,12208,23196.572588399755,1970-01-01
360,12224,22300.351296889483,1970-01-01
361,12254,26175.86478705999,1970-01-01
362,12264,24540.277108264923,1970-01-01
363,12270,22138.468711603244,1970-01-01
364,12300,22979.910258777843,1970-01-01
365,13001,32145.168030821846,1970-01-01
366,13002,31631.438098861694,1970-01-01
367,13003,31893.375276513838,1970-01-01
368,13004,24781.515189860158,1970-01-01
369,13005,26411.04402117017,1970-01-01
370,13007,29921.296049425695,1970-01-01
371,13010,27634.9026083696,1970-01-01
372,13014,23540.926046096734,1970-01-01
373,13015,36029.0346518091,1970-01-01
374,13016,31644.231407943702,1970-01-01
375,13018,25560.43473284173,1970-01-01
376,13019,39725.71830831969,1970-01-01
377,13020,30884.041153304068,1970-01-01
378,13021,41483.2506766183,1970-01-01
379,13022,35052.672200533816,1970-01-01
380,13023,34686.534962140686,1970-01-01
381,13024,27118.403123417054,1970-01-01
382,13025,36855.47295286402,1970-01-01
383,13026,27140.144954881318,1970-01-01
384,13027,25034.70423656639,1970-01-01
385,13028,28542.105473853615,1970-01-01
386,13030,28805.482846912408,1970-01-01
387,13031,29174.04495708721,1970-01-01
388,13032,40651.43683882372,1970-01-01
389,13033,36050.179644887234,1970-01-01
390,13035,31202.55371043065,1970-01-01
391,13036,26825.29095787814,1970-01-01
392,13037,31274.880900913467,1970-01-01
393,13038,29003.4629622243,1970-01-01
394,13039,28284.351964173213,1970-01-01
395,13040,32848.155625256244,1970-01-01
396,13041,25754.50406365509,1970-01-01
397,13042,35911.67367956332,1970-01-01
398,13043,27578.524338253254,1970-01-01
399,13044,32448.930525861484,1970-01-01
400,13045,26020.894749013525,1970-01-01
401,13046,33509.531478531106,1970-01-01
402,13047,27629.488468859912,1970-01-01
403,13048,29878.606943943574,1970-01-01
404,13050,30608.879488538623,1970-01-01
405,13051,31317.363670540766,1970-01-01
406,13052,26294.22276731924,1970-01-01
407,13053,29161.506250635848,1970-01-01
408,13054,25761.695849105763,1970-01-01
409,13055,27189.948029185944,1970-01-01
410,13056,28275.472310291934,1970-01-01
411,13058,27799.648984143398,1970-01-01
412,13059,30313.119763018818,1970-01-01
413,13060,32543.775947762533,1970-01-01
414,13062,34510.474733607414,1970-01-01
415,13063,24440.825662662133,1970-01-01
416,13064,28845.824061997486,1970-01-01
417,13065,28945.901886028765,1970-01-01
418,13066,26234.271725355695,1970-01-01
419,13067,25748.248510060806,1970-01-01
420,13068,33985.88794583218,1970-01-01
421,13069,32908.681937016714,1970-01-01
422,13070,26999.79795232611,1970-01-01
423,13071,29362.968461927467,1970-01-01
424,13072,36510.15891727314,1970-01-01
425,13073,30586.55615264213,1970-01-01
426,13074,28495.722105483175,1970-01-01
427,13075,29085.306416720923,1970-01-01
428,13076,27197.61649013609,1970-01-01
429,13077,25972.248904300966,1970-01-01
430,13078,29096.463529638964,1970-01-01
431,13080,30803.150715069823,1970-01-01
432,13081,27714.419975382134,1970-01-01
433,13082,36864.82446890262,1970-01-01
434,13083,27355.410614386947,1970-01-01
435,13084,25697.50082851879,1970-01-01
436,13085,30684.169815773286,1970-01-01
437,13086,31032.57144160336,1970-01-01
438,13087,29483.894554665283,1970-01-01
439,13088,29683.945978968924,1970-01-01
440,13089,24498.638121851167,1970-01-01
441,13091,33426.85063882037,1970-01-01
442,13092,28366.071455925117,1970-01-01
443,13094,29423.09588854181,1970-01-01
444,13096,21461.42340158071,1970-01-01
445,13097,26956.864223378358,1970-01-01
446,13098,32001.95861865293,1970-01-01
447,13100,28497.644605368485,1970-01-01
448,13101,31367.528581007715,1970-01-01
449,13102,25285.332992808617,1970-01-01
450,13103,27690.370138476683,1970-01-01
451,13104,36273.29915729648,1970-01-01
452,13105,26432.52064586752,1970-01-01
453,13106,26481.03169727834,1970-01-01
454,13107,35689.435674507164,1970-01-01
455,13108,23147.49332655669,1970-01-01
456,13109,39389.03065851699,1970-01-01
457,13110,29047.243945730013,1970-01-01
458,13112,35178.88700138084,1970-01-01
459,13113,34226.40007841291,1970-01-01
460,13114,42427.574502789124,1970-01-01
461,13117,26076.838571527558,1970-01-01
462,13118,34944.35946636107,1970-01-01
463,13119,29839.01661851984,1970-01-01
464,14020,24044.185856724667,1970-01-01
465,14027,23225.847908536733,1970-01-01
466,14047,23824.397409018027,1970-01-01
467,14060,30175.902361932964,1970-01-01
468,14061,23478.45402322038,1970-01-01
469,14066,26789.739087750557,1970-01-01
470,14068,32582.28765142588,1970-01-01
471,14076,23974.07213381016,1970-01-01
472,14092,26008.163829011548,1970-01-01
473,14098,26491.372733286542,1970-01-01
474,14101,29067.92082950428,1970-01-01
475,14117,24313.014236692637,1970-01-01
476,14118,25395.455980911738,1970-01-01
477,14123,35253.580040494446,1970-01-01
478,14137,23661.03425522619,1970-01-01
479,14143,22259.63792531679,1970-01-01
480,14166,29428.773083817738,1970-01-01
481,14167,21365.277411023548,1970-01-01
482,14174,23383.20409818648,1970-01-01
483,14181,25492.45053342023,1970-01-01
484,14191,25504.521641352025,1970-01-01
485,14200,25539.781804407958,1970-01-01
486,14215,24780.911867783158,1970-01-01
487,14220,27188.65654201242,1970-01-01
488,14221,24943.94536829413,1970-01-01
489,14225,21944.368077126765,1970-01-01
490,14228,28351.7804748229,1970-01-01
491,14229,20984.51299241952,1970-01-01
492,14257,27511.99796467395,1970-01-01
493,14258,22072.931562551323,1970-01-01
494,14271,23920.09925642665,1970-01-01
495,14274,30366.22354560103,1970-01-01
496,14301,23505.578303602666,1970-01-01
497,14325,28951.387834631812,1970-01-01
498,14327,22768.189381160682,1970-01-01
499,14333,24691.71474296454,1970-01-01
500,14341,24173.025149736004,1970-01-01
501,14342,23284.57015508442,1970-01-01
502,14349,26453.066731942214,1970-01-01
503,14365,27642.332111948188,1970-01-01
504,14366,22184.554801708753,1970-01-01
505,14370,22251.151292484483,1970-01-01
506,14371,23693.777138283065,1970-01-01
507,14383,28462.54137997871,1970-01-01
508,14384,28899.024127629113,1970-01-01
509,14407,36179.544846738216,1970-01-01
510,14409,29420.955366002017,1970-01-01
511,14431,23286.48510516128,1970-01-01
512,14437,23483.01169068291,1970-01-01
513,14456,24330.38818128737,1970-01-01
514,14475,25514.033677470703,1970-01-01
515,14488,26771.724456103897,1970-01-01
516,14514,22885.482406487066,1970-01-01
517,14516,22893.421690236006,1970-01-01
518,14536,28402.897327066632,1970-01-01
519,14543,29164.171278804744,1970-01-01
520,14562,28075.45048718355,1970-01-01
521,14566,34144.80284799256,1970-01-01
522,14570,23412.28159588209,1970-01-01
523,14587,23879.30076063386,1970-01-01
524,14623,26429.760387795308,1970-01-01
525,14654,22635.94840381001,1970-01-01
526,14658,22305.179453345878,1970-01-01
527,14663,25075.77315607928,1970-01-01
528,14675,26498.526669292867,1970-01-01
529,14689,23820.194544331825,1970-01-01
530,14699,24339.80100838832,1970-01-01
531,14712,24991.63655109703,1970-01-01
532,14715,25066.39246848646,1970-01-01
533,14726,22294.21926675416,1970-01-01
534,14738,27257.29077239313,1970-01-01
535,14752,23210.57849881134,1970-01-01
536,14754,26130.968612882953,1970-01-01
537,14762,23304.32186900017,1970-01-01
538,15012,23922.62256452814,1970-01-01
539,15014,22512.833040615737,1970-01-01
540,15083,24118.594735263392,1970-01-01
541,15120,20639.00483693376,1970-01-01
542,15122,22044.755954091423,1970-01-01
543,15140,23751.469052206532,1970-01-01
544,15162,23076.44509078763,1970-01-01
545,15187,21115.959372917143,1970-01-01
546,15267,24251.118403264845,1970-01-01
547,16015,25136.98066542335,1970-01-01
548,16028,23232.56034117873,1970-01-01
549,16061,25285.826018940763,1970-01-01
550,16078,26925.8768183607,1970-01-01
551,16085,21542.85769078461,1970-01-01
552,16089,26552.121207885728,1970-01-01
553,16090,23659.620053163824,1970-01-01
554,16097,27846.443053240448,1970-01-01
555,16102,28059.333648038417,1970-01-01
556,16106,23534.149928704694,1970-01-01
557,16113,22646.355232644237,1970-01-01
558,16138,26973.378477948267,1970-01-01
559,16146,27995.585939213805,1970-01-01
560,16154,23788.96855159152,1970-01-01
561,16166,24317.03227402449,1970-01-01
562,16167,25756.44937091372,1970-01-01
563,16187,26418.001264433693,1970-01-01
564,16192,23201.86150566575,1970-01-01
565,16199,26449.774266479926,1970-01-01
566,16223,21813.71352682304,1970-01-01
567,16230,22387.038420918627,1970-01-01
568,16232,26045.52067042344,1970-01-01
569,16236,26081.54206715384,1970-01-01
570,16244,23926.939389227242,1970-01-01
571,16271,32917.294841534545,1970-01-01
572,16281,23378.777583387768,1970-01-01
573,16286,23411.484635763776,1970-01-01
574,16287,24053.028998037862,1970-01-01
575,16291,25114.194798787816,1970-01-01
576,16292,20699.67712352012,1970-01-01
577,16341,23618.569215764608,1970-01-01
578,16358,27823.658616218007,1970-01-01
579,16366,25381.031694704317,1970-01-01
580,16374,24095.884961301053,1970-01-01
581,16393,24085.713102567843,1970-01-01
582,17003,24752.84818019268,1970-01-01
583,17008,26143.35661679196,1970-01-01
584,17010,29207.99017066622,1970-01-01
585,17021,21162.59979102597,1970-01-01
586,17028,24515.593476585484,1970-01-01
587,17051,30112.23610456534,1970-01-01
588,17058,22025.04638821214,1970-01-01
589,17064,26361.499498022236,1970-01-01
590,17086,24780.127542683244,1970-01-01
591,17093,23175.008470129884,1970-01-01
592,17094,29237.55429396293,1970-01-01
593,17131,21162.11726440448,1970-01-01
594,17140,22413.2235415361,1970-01-01
595,17142,27964.921918291177,1970-01-01
596,17146,24177.302805770654,1970-01-01
597,17153,26581.48925461975,1970-01-01
598,17155,22720.076887994488,1970-01-01
599,17161,24408.415267583805,1970-01-01
600,17164,28275.349105523703,1970-01-01
601,17168,27570.543432850787,1970-01-01
602,17172,22787.37171433032,1970-01-01
603,17185,20565.61811594217,1970-01-01
604,17190,33737.572262118636,1970-01-01
605,17193,26149.0536899006,1970-01-01
606,17194,26822.373731611642,1970-01-01
607,17197,22057.931683803654,1970-01-01
608,17200,30232.74790722168,1970-01-01
609,17218,22853.70515900254,1970-01-01
610,17219,22271.49540169481,1970-01-01
611,17222,29171.360139870678,1970-01-01
612,17224,23054.37485855304,1970-01-01
613,17225,23262.226632076075,1970-01-01
614,17228,23698.93842879417,1970-01-01
615,17230,23902.557544673633,1970-01-01
616,17240,23179.9609184416,1970-01-01
617,17264,28295.215024376303,1970-01-01
618,17274,28749.91353958779,1970-01-01
619,17283,22223.253659509082,1970-01-01
620,17291,27712.03334064256,1970-01-01
621,17297,32137.822584198053,1970-01-01
622,17299,22914.57594286606,1970-01-01
623,17300,25792.50723679412,1970-01-01
624,17306,23853.692642009963,1970-01-01
625,17308,23745.808086729638,1970-01-01
626,17333,26327.469048542294,1970-01-01
627,17336,24861.67237213041,1970-01-01
628,17337,22905.013974900332,1970-01-01
629,17347,22672.13104948392,1970-01-01
630,17349,24349.200390199967,1970-01-01
631,17351,21950.5309018703,1970-01-01
632,17353,25944.882196689272,1970-01-01
633,17360,31347.884808865718,1970-01-01
634,17369,23514.854199033292,1970-01-01
635,17373,25197.25127938691,1970-01-01
636,17380,27848.64270261291,1970-01-01
637,17385,22754.85370793562,1970-01-01
638,17391,28655.880225639034,1970-01-01
639,17397,20673.724921751542,1970-01-01
640,17407,27046.616844758053,1970-01-01
641,17409,23605.84492261541,1970-01-01
642,17414,26539.125431829736,1970-01-01
643,17415,24127.023040650707,1970-01-01
644,17420,29649.14048865369,1970-01-01
645,17421,22146.06683512041,1970-01-01
646,17425,22262.79256324141,1970-01-01
647,17429,24563.126471686348,1970-01-01
648,17434,23549.263698646504,1970-01-01
649,17449,22747.376627253456,1970-01-01
650,17452,22584.436229810366,1970-01-01
651,17461,26513.9372816753,1970-01-01
652,17466,25483.031340192974,1970-01-01
653,17472,25057.99919033538,1970-01-01
654,18011,23353.784308949096,1970-01-01
655,18015,23918.89603518415,1970-01-01
656,18018,21116.564462538816,1970-01-01
657,18033,25493.272459593667,1970-01-01
658,18050,25970.977627541673,1970-01-01
659,18087,23496.158566470767,1970-01-01
660,18096,23484.29486334058,1970-01-01
661,18108,23825.111398877518,1970-01-01
662,18141,24828.182478064413,1970-01-01
663,18148,25989.404499908123,1970-01-01
664,18180,28111.655634466948,1970-01-01
665,18197,21560.775941323707,1970-01-01
666,18205,28339.77632071313,1970-01-01
667,18207,24127.094999823268,1970-01-01
668,18213,23164.77903818315,1970-01-01
669,18223,24560.86969564028,1970-01-01
670,18242,21889.73635439864,1970-01-01
671,18267,28168.87283616824,1970-01-01
672,18279,22495.030532874902,1970-01-01
673,18281,25378.14908582608,1970-01-01
674,19005,24609.45926774626,1970-01-01
675,19010,23102.590885866128,1970-01-01
676,19028,20967.970098248992,1970-01-01
677,19031,24509.976577922105,1970-01-01
678,19063,27163.674178005087,1970-01-01
679,19072,26647.74043985708,1970-01-01
680,19073,22898.87518325662,1970-01-01
681,19121,23127.99002974751,1970-01-01
682,19123,24067.432475007558,1970-01-01
683,19136,22599.09207452788,1970-01-01
684,19146,25449.93491682751,1970-01-01
685,19153,23724.56642310464,1970-01-01
686,19229,25335.15748388297,1970-01-01
687,19272,22060.23822144979,1970-01-01
688,19274,28505.559012487647,1970-01-01
689,19275,22332.840735492013,1970-01-01
690,19276,23601.585017322308,1970-01-01
691,19278,25088.28198116877,1970-01-01
692,21021,30990.381385344466,1970-01-01
693,21038,23394.03842623011,1970-01-01
694,21054,26294.53249926212,1970-01-01
695,21103,24249.85453851724,1970-01-01
696,21154,21562.595063363347,1970-01-01
