municipality_code,avg_net_salary,year
91021,27497.271339158167,2019-01-01
91027,28027.88988682119,2019-01-01
91044,37704.99748221933,2019-01-01
91045,29737.718261671427,2019-01-01
91064,48110.020565222985,2019-01-01
91085,31684.6927788027,2019-01-01
91086,32013.653576986177,2019-01-01
91095,32856.80438688012,2019-01-01
91097,29464.767432917724,2019-01-01
91099,31664.622498797828,2019-01-01
91103,29118.189341374764,2019-01-01
91105,31422.261202989386,2019-01-01
91111,38771.81044871007,2019-01-01
91114,34084.899957288544,2019-01-01
91115,33482.70748563832,2019-01-01
91122,44229.41843728372,2019-01-01
91129,31701.43186229492,2019-01-01
91135,32493.666960870763,2019-01-01
91136,30365.00965047514,2019-01-01
91156,32588.903920564815,2019-01-01
91161,28227.459609723013,2019-01-01
91174,23940.77950984793,2019-01-01
91179,31526.11934639532,2019-01-01
91191,31080.923155104552,2019-01-01
91200,29305.270070662034,2019-01-01
91201,32653.19576722476,2019-01-01
91207,27989.221309977383,2019-01-01
91215,24028.962152200824,2019-01-01
91216,34799.20281734643,2019-01-01
91223,25184.15670175005,2019-01-01
91225,44103.88535792294,2019-01-01
91226,30449.78855186832,2019-01-01
91228,24560.630097960497,2019-01-01
91232,30438.166117259083,2019-01-01
91235,24416.071233528706,2019-01-01
91243,36070.98496529255,2019-01-01
91249,37859.71770321432,2019-01-01
91272,50458.49782221794,2019-01-01
91275,38003.50500551532,2019-01-01
91286,20856.896797929192,2019-01-01
91312,42621.141957290085,2019-01-01
91315,31883.742030152738,2019-01-01
91326,29465.79610951704,2019-01-01
91330,33276.598618218966,2019-01-01
91333,33155.50480210423,2019-01-01
91338,38488.50221478645,2019-01-01
91339,32362.823424027272,2019-01-01
91340,30677.241587955334,2019-01-01
91345,29547.047555963032,2019-01-01
91347,36079.8823446436,2019-01-01
91359,28960.469806452547,2019-01-01
91363,38018.56814787413,2019-01-01
91376,33537.558398269735,2019-01-01
91377,32052.770995343282,2019-01-01
91386,34732.96481367313,2019-01-01
91390,28569.151188891767,2019-01-01
91405,33593.2533682564,2019-01-01
91421,32372.21291463013,2019-01-01
91425,32868.451179695585,2019-01-01
91432,31442.43445594269,2019-01-01
91433,32213.4420521237,2019-01-01
91434,30706.14749801435,2019-01-01
91457,35042.67669732594,2019-01-01
91458,38541.125780144816,2019-01-01
91461,33290.00118397645,2019-01-01
91468,30069.304300699303,2019-01-01
91471,43113.6893804031,2019-01-01
91477,35545.45068639455,2019-01-01
91479,29890.955268455185,2019-01-01
91494,35248.15830320675,2019-01-01
91511,24880.59449027552,2019-01-01
91514,28170.933024862632,2019-01-01
91521,25915.926825750958,2019-01-01
91534,47252.46007446857,2019-01-01
91540,31670.74079352492,2019-01-01
91549,29728.305747030434,2019-01-01
91552,29409.216972767998,2019-01-01
91553,37304.990884407234,2019-01-01
91570,28702.313106993162,2019-01-01
91573,31592.49491547349,2019-01-01
91577,33237.65844622569,2019-01-01
91579,33779.834322713934,2019-01-01
91587,33630.54011252354,2019-01-01
91589,31594.126555838568,2019-01-01
91600,39936.64425841527,2019-01-01
91617,32787.103652930535,2019-01-01
91631,39510.16634482973,2019-01-01
91635,53592.51761750832,2019-01-01
91645,53722.81727464215,2019-01-01
91648,32777.126971631966,2019-01-01
91649,31316.238289232442,2019-01-01
91657,26352.400384185334,2019-01-01
91659,28802.483302512377,2019-01-01
91661,36004.573985171795,2019-01-01
91665,33111.51540832171,2019-01-01
91666,34676.859440094326,2019-01-01
91667,37329.57816151182,2019-01-01
91685,34330.391543826365,2019-01-01
91687,27659.561451663598,2019-01-01
91689,34841.318832955185,2019-01-01
91691,34252.2173143938,2019-01-01
91692,25947.94826921479,2019-01-01
92002,42767.95270635233,2019-01-01
92004,40607.09858013809,2019-01-01
92007,28671.92826222361,2019-01-01
92009,45263.99626626642,2019-01-01
92012,51972.86759546008,2019-01-01
92014,44912.09149921348,2019-01-01
92019,36736.623601599735,2019-01-01
92020,39489.022262824314,2019-01-01
92022,44976.95086252149,2019-01-01
92023,41783.09546086493,2019-01-01
92024,32669.393611245487,2019-01-01
92025,37089.99501376551,2019-01-01
92026,45079.67067028643,2019-01-01
92032,36935.023845130134,2019-01-01
92033,59652.36847914526,2019-01-01
92035,45203.46467715588,2019-01-01
92036,25557.606708748837,2019-01-01
92040,46599.959986575996,2019-01-01
92044,50248.507384124685,2019-01-01
92046,35054.58629288652,2019-01-01
92048,46815.63172258044,2019-01-01
92049,40048.59616816823,2019-01-01
92050,32839.62901551496,2019-01-01
92051,76466.31210813159,2019-01-01
92060,41651.45461952439,2019-01-01
92062,44400.88140637949,2019-01-01
92063,50090.76817637292,2019-01-01
92064,62334.910202008636,2019-01-01
92071,56065.01044979581,2019-01-01
92072,52419.78157597217,2019-01-01
92073,48158.323706868294,2019-01-01
92075,41583.7116898223,2019-01-01
92076,66940.77241976034,2019-01-01
92077,57795.144604790505,2019-01-01
92078,25333.00047433738,2019-01-01
93001,21596.73104911049,2019-01-01
93005,25386.51529885962,2019-01-01
93006,26860.6348933792,2019-01-01
93007,22991.264133097982,2019-01-01
93008,21438.050361259717,2019-01-01
93010,23960.556856130443,2019-01-01
93013,23305.9332689294,2019-01-01
93014,21800.98004352905,2019-01-01
93015,31369.544279461024,2019-01-01
93027,20633.830117450907,2019-01-01
93029,23678.659739603227,2019-01-01
93030,22849.313058977863,2019-01-01
93031,24073.950947846803,2019-01-01
93032,28455.8334013792,2019-01-01
93033,36884.520073565516,2019-01-01
93039,25234.828868814293,2019-01-01
93045,33711.98080009979,2019-01-01
93046,27027.05503305899,2019-01-01
93047,26220.452818481743,2019-01-01
93048,29965.10543584048,2019-01-01
93049,32346.18423562889,2019-01-01
93050,26571.55989575287,2019-01-01
93051,29646.725636595158,2019-01-01
93053,24846.073307916773,2019-01-01
93055,27115.572814293784,2019-01-01
93057,27285.247358576118,2019-01-01
93059,21960.48070249834,2019-01-01
93061,30022.876486744415,2019-01-01
93062,36548.71947076532,2019-01-01
93063,27795.640897366524,2019-01-01
93064,27726.714602236098,2019-01-01
93066,24095.878644048487,2019-01-01
93070,29525.044527078833,2019-01-01
93071,23101.228130948417,2019-01-01
93072,21721.513881341278,2019-01-01
93073,26884.1063187646,2019-01-01
93074,27649.10157688533,2019-01-01
93077,30226.129308477834,2019-01-01
93078,24947.374885483965,2019-01-01
93079,21814.169934442343,2019-01-01
94001,28543.48505442561,2019-01-01
94002,30058.044007596338,2019-01-01
94003,31948.74811285284,2019-01-01
94004,26514.879504252778,2019-01-01
94011,25080.030775669693,2019-01-01
94015,39664.28458178623,2019-01-01
94016,34222.215947471544,2019-01-01
94017,28233.815657857987,2019-01-01
94018,39952.85310201893,2019-01-01
94019,30961.786146846836,2019-01-01
94021,28592.63444502083,2019-01-01
94022,27641.881543472377,2019-01-01
94028,27824.137416674144,2019-01-01
94033,36364.46534857282,2019-01-01
94034,30644.34136031523,2019-01-01
94037,32551.907360209512,2019-01-01
94038,33104.734897915405,2019-01-01
94041,27773.2897818072,2019-01-01
94042,37959.442377976564,2019-01-01
94043,31600.624417795712,2019-01-01
94044,27631.40692824894,2019-01-01
94046,34688.774888485554,2019-01-01
94047,33464.09397533783,2019-01-01
94048,40608.17085265832,2019-01-01
94052,44273.785033878215,2019-01-01
94053,35009.86393572687,2019-01-01
94054,25787.35894202268,2019-01-01
94055,35669.12773144775,2019-01-01
94056,36049.92652955639,2019-01-01
94058,40402.66491979864,2019-01-01
94059,32022.133918440122,2019-01-01
94060,30076.79202181982,2019-01-01
94065,37169.4786993388,2019-01-01
94067,47664.58266729451,2019-01-01
94068,42436.82900701608,2019-01-01
94069,38578.74456247576,2019-01-01
94070,38782.125490287995,2019-01-01
94071,35083.77065124386,2019-01-01
94073,30744.157467034103,2019-01-01
94074,23560.533686037168,2019-01-01
94075,33033.31139498171,2019-01-01
94076,28823.990708521556,2019-01-01
94077,26852.008059262567,2019-01-01
94078,22625.786053736505,2019-01-01
94079,30578.92752264587,2019-01-01
94080,45639.766479429134,2019-01-01
94081,26009.619046824693,2019-01-01
95014,38611.647942348216,2019-01-01
95018,26732.42008936645,2019-01-01
95019,25003.860228772886,2019-01-01
95026,33586.72122336331,2019-01-01
95039,35706.463421945315,2019-01-01
95051,34748.66606858665,2019-01-01
95052,26040.898505603986,2019-01-01
95056,31891.24188679101,2019-01-01
95058,25851.72240058153,2019-01-01
95060,31352.81619233291,2019-01-01
95063,28349.313080566844,2019-01-01
95091,30883.953243889922,2019-01-01
95116,26713.522721735117,2019-01-01
95120,35176.90412582709,2019-01-01
95127,26979.512277291382,2019-01-01
95134,31787.45224563963,2019-01-01
95142,29457.166819828017,2019-01-01
95149,34773.41876966194,2019-01-01
95176,35533.929627801335,2019-01-01
95183,33752.966150532004,2019-01-01
95197,31558.417119606835,2019-01-01
95199,30459.534788782188,2019-01-01
95203,34859.909440248804,2019-01-01
95205,29547.35913997977,2019-01-01
95210,40838.09811672136,2019-01-01
95211,34671.109809553665,2019-01-01
95218,29862.929263943413,2019-01-01
95219,32121.201891231176,2019-01-01
95229,30137.74030529389,2019-01-01
95250,27550.68395339606,2019-01-01
95252,29602.427578692696,2019-01-01
95256,33707.91600129627,2019-01-01
95257,38604.303650909,2019-01-01
95268,21234.755877009768,2019-01-01
95277,23602.486741457808,2019-01-01
95280,23159.44117270584,2019-01-01
95288,33482.36603172352,2019-01-01
95306,33988.38151617763,2019-01-01
95313,37609.82433661817,2019-01-01
95323,29870.402502974666,2019-01-01
95351,26792.284282452958,2019-01-01
95352,34716.92366458262,2019-01-01
95355,27967.57803360339,2019-01-01
95369,41167.20574993917,2019-01-01
95370,32382.678189276143,2019-01-01
95371,30860.10499019921,2019-01-01
95388,30998.042134144718,2019-01-01
95392,33127.05408300434,2019-01-01
95394,31570.09155495596,2019-01-01
95424,27822.698164446647,2019-01-01
95426,45312.68628338416,2019-01-01
95427,26590.81686699948,2019-01-01
95428,37761.58214195167,2019-01-01
95430,32718.736222509433,2019-01-01
95450,38761.92284510474,2019-01-01
95476,31414.541251556366,2019-01-01
95480,37900.858726814535,2019-01-01
95487,23318.05533524285,2019-01-01
95488,27731.90095007496,2019-01-01
95491,35138.96582296209,2019-01-01
95500,28421.937217803577,2019-01-01
95504,35670.35703342384,2019-01-01
95509,30789.167725643965,2019-01-01
95527,40842.80861990383,2019-01-01
95539,30589.254000023815,2019-01-01
95555,31494.909667048287,2019-01-01
95563,36586.10998396191,2019-01-01
95566,28727.715672873306,2019-01-01
95572,26392.63548781405,2019-01-01
95574,40304.19291563628,2019-01-01
95580,47982.42027223664,2019-01-01
95582,31661.39463839825,2019-01-01
95585,22015.869015093955,2019-01-01
95598,34056.08399327625,2019-01-01
95604,28041.565367342075,2019-01-01
95607,31321.26716079689,2019-01-01
95612,26172.641690285454,2019-01-01
95637,31211.693701979882,2019-01-01
95641,31472.984664570897,2019-01-01
95652,32034.2318919432,2019-01-01
95680,21519.26872577209,2019-01-01
97101,24303.68411998745,2019-01-01
97102,23605.50097305891,2019-01-01
97103,31343.25135322672,2019-01-01
97104,22778.49713628416,2019-01-01
97105,22511.79833889132,2019-01-01
97106,22533.739476389048,2019-01-01
97107,23707.386795253253,2019-01-01
97108,21408.4744797853,2019-01-01
97109,24900.90225184871,2019-01-01
97111,24226.063734450763,2019-01-01
97112,22706.649444644077,2019-01-01
97113,30105.360039535688,2019-01-01
97114,28338.703220477466,2019-01-01
97115,27177.019734587808,2019-01-01
97116,24706.80488088213,2019-01-01
97117,25399.16274991332,2019-01-01
97118,32351.053699853983,2019-01-01
97119,23512.709582684147,2019-01-01
97120,24481.49858906006,2019-01-01
97121,22388.27588144147,2019-01-01
97122,23540.35395568038,2019-01-01
97124,26937.14074004645,2019-01-01
97125,26426.481638784684,2019-01-01
97128,25954.025616191222,2019-01-01
97129,25203.11165205452,2019-01-01
97132,24888.94847242586,2019-01-01
97134,22324.64264494664,2019-01-01
97202,24729.159604342472,2019-01-01
97203,22505.790961580475,2019-01-01
97204,25628.87784227152,2019-01-01
97205,29595.10872645982,2019-01-01
97206,30744.693866276208,2019-01-01
97207,26927.10966872946,2019-01-01
97209,26183.423964889284,2019-01-01
97210,28641.39396677468,2019-01-01
97212,23079.288390267204,2019-01-01
97213,26800.32423713044,2019-01-01
97214,21711.474086192797,2019-01-01
97216,22257.013704591845,2019-01-01
97217,22930.643783238647,2019-01-01
97218,22693.840506016866,2019-01-01
97220,22930.85814858129,2019-01-01
97221,26529.498368576107,2019-01-01
97222,25523.475647425028,2019-01-01
97223,24023.28348202983,2019-01-01
97224,26044.98682474998,2019-01-01
97225,23102.545354545753,2019-01-01
97226,24257.600532823482,2019-01-01
97227,26927.77716211019,2019-01-01
97228,22910.826698006884,2019-01-01
97229,30576.89771994949,2019-01-01
97230,25176.303518789697,2019-01-01
97231,29403.1051369965,2019-01-01
97232,24470.61557278065,2019-01-01
97302,24696.30299543061,2019-01-01
97304,33561.8113348163,2019-01-01
97305,27018.39911519076,2019-01-01
97306,21973.865872892024,2019-01-01
97307,25409.148775035297,2019-01-01
97309,32208.667447486525,2019-01-01
97310,24679.00918819136,2019-01-01
97311,21202.972592239068,2019-01-01
97313,28421.38803503436,2019-01-01
97401,25498.40198838605,2019-01-01
97402,22857.03744751791,2019-01-01
97403,23346.145843282447,2019-01-01
97404,26178.60796644512,2019-01-01
97405,22934.956672031592,2019-01-01
97406,22587.45568693632,2019-01-01
97407,22123.03226376261,2019-01-01
97408,28592.504712842616,2019-01-01
97409,22554.375923097745,2019-01-01
97410,22157.589260589146,2019-01-01
97411,26444.744737345845,2019-01-01
97412,21567.69361582436,2019-01-01
97413,24875.333861219657,2019-01-01
97414,21618.86478850407,2019-01-01
97415,26429.013969735468,2019-01-01
97416,23294.62301728853,2019-01-01
97417,20721.214656658158,2019-01-01
97418,25602.44935917815,2019-01-01
97419,21187.124006366863,2019-01-01
97420,24313.779478966066,2019-01-01
97421,19949.33822726172,2019-01-01
97422,22727.259131820516,2019-01-01
97423,22609.80394268833,2019-01-01
97424,19620.105034589516,2019-01-01
13201,24442.97782424953,2019-01-01
13202,25948.412904461136,2019-01-01
13203,20824.71732756797,2019-01-01
13204,24831.136859212133,2019-01-01
13205,25146.783592331307,2019-01-01
13206,30228.136980658164,2019-01-01
13207,35170.57358708094,2019-01-01
13208,34501.33967023489,2019-01-01
13209,29604.713675187188,2019-01-01
13210,24374.72090571518,2019-01-01
13211,26797.51841313565,2019-01-01
13212,34049.35023744692,2019-01-01
13213,25119.812344190013,2019-01-01
13214,21876.11428783599,2019-01-01
13215,21795.99415236225,2019-01-01
13216,24965.75657016696,2019-01-01
69381,32070.43940845271,2019-01-01
69382,36785.92118589115,2019-01-01
69383,32436.538679037945,2019-01-01
69384,35494.892619523795,2019-01-01
69385,32269.08690995553,2019-01-01
69386,41970.00270300455,2019-01-01
69387,28816.550381291403,2019-01-01
69388,27071.53246465977,2019-01-01
69389,27420.729561798482,2019-01-01
75101,52328.935469986995,2019-01-01
75102,50852.79860474887,2019-01-01
75103,51742.274972675754,2019-01-01
75104,50998.88041572997,2019-01-01
75105,51999.84118645917,2019-01-01
75106,68002.17952795033,2019-01-01
75107,77874.66102665977,2019-01-01
75108,69834.14281647149,2019-01-01
75109,54444.622959770495,2019-01-01
75110,41710.329351619286,2019-01-01
75111,41101.554302889264,2019-01-01
75112,39734.6432506054,2019-01-01
75113,35245.24721618791,2019-01-01
75114,41279.004844046416,2019-01-01
75115,46920.13029993635,2019-01-01
75116,75089.09243420858,2019-01-01
75117,52628.64699917571,2019-01-01
75118,36601.35900321791,2019-01-01
75119,31773.835624047428,2019-01-01
75120,33260.276289694266,2019-01-01
01004,26236.50559298878,2018-01-01
01007,25826.98802480415,2018-01-01
01014,24904.85877826292,2018-01-01
01024,25180.09916765325,2018-01-01
01025,24886.448317947215,2018-01-01
01027,28090.791182717894,2018-01-01
01031,23538.856471648156,2018-01-01
01032,27043.528303153907,2018-01-01
01033,22501.249734971832,2018-01-01
01034,23495.00819222211,2018-01-01
01043,34928.04917411592,2018-01-01
01049,31019.01369011918,2018-01-01
01053,23398.553524200226,2018-01-01
01071,25350.21167085735,2018-01-01
01072,27350.148674565997,2018-01-01
01074,26552.20346877371,2018-01-01
01089,24931.06564949692,2018-01-01
01093,25263.850450933456,2018-01-01
01109,24624.58822459964,2018-01-01
01130,24237.843946965382,2018-01-01
01135,27975.534020169554,2018-01-01
01138,23704.029091503493,2018-01-01
01142,27613.627574840582,2018-01-01
01143,28922.364469385484,2018-01-01
01153,37450.72235226159,2018-01-01
01157,30833.279263052813,2018-01-01
01159,23893.373108457403,2018-01-01
01160,22774.28312678847,2018-01-01
01163,23614.827383982378,2018-01-01
01166,27717.87606860527,2018-01-01
01173,23719.821081698927,2018-01-01
01185,22805.931883588666,2018-01-01
01192,24683.96984733334,2018-01-01
01194,26180.777901732643,2018-01-01
01199,24499.922669151387,2018-01-01
01202,25592.666324562793,2018-01-01
01224,25612.2745988544,2018-01-01
01232,24521.699048952738,2018-01-01
01238,32022.055542968214,2018-01-01
01244,27050.340911872816,2018-01-01
01246,24068.74615472181,2018-01-01
01248,30841.27347511264,2018-01-01
01249,29034.21083240878,2018-01-01
01262,26853.20221721009,2018-01-01
01263,28866.333449507187,2018-01-01
01265,23455.30394737821,2018-01-01
01266,23165.88576119873,2018-01-01
01269,22139.692140552168,2018-01-01
01275,36407.685633322835,2018-01-01
01281,23132.884232017557,2018-01-01
01283,22965.666619410054,2018-01-01
01288,24494.63904582859,2018-01-01
01289,25920.62579264249,2018-01-01
01301,25349.16749941849,2018-01-01
01304,24193.80295743975,2018-01-01
01305,22158.53841883409,2018-01-01
01313,27454.63142653431,2018-01-01
01320,25712.571423474936,2018-01-01
01322,32642.383040982808,2018-01-01
01333,28017.07109086959,2018-01-01
01344,26145.144680471727,2018-01-01
01345,24452.56642325697,2018-01-01
01348,25415.467657946912,2018-01-01
01350,25150.277096823786,2018-01-01
01354,23189.571216758668,2018-01-01
01376,26087.590058855956,2018-01-01
01378,29104.31680893792,2018-01-01
01384,21776.81781477566,2018-01-01
01399,27443.877096561377,2018-01-01
01401,25199.11628977743,2018-01-01
01419,26415.79823395604,2018-01-01
01426,24628.126556826515,2018-01-01
01427,27541.68789279872,2018-01-01
01435,22670.760598533507,2018-01-01
01443,25062.438008062003,2018-01-01
01450,28883.472082108463,2018-01-01
01451,25865.87089375817,2018-01-01
01457,23286.484797528683,2018-01-01
02018,22889.121606274195,2018-01-01
02028,23550.842803440682,2018-01-01
02059,22068.863188825548,2018-01-01
02064,22322.893966833282,2018-01-01
02095,21182.28159436771,2018-01-01
02110,23389.12349021521,2018-01-01
02163,23946.63685211179,2018-01-01
02168,23397.451505361027,2018-01-01
02173,23019.761873078154,2018-01-01
02243,23582.119786101783,2018-01-01
02290,25582.481549923657,2018-01-01
02305,23368.20465825628,2018-01-01
02307,24917.699135116607,2018-01-01
02334,22318.094720408397,2018-01-01
02340,23136.195827656727,2018-01-01
02360,25385.161303081943,2018-01-01
02361,21767.365830756364,2018-01-01
02381,21459.146107205714,2018-01-01
02408,21515.924140062718,2018-01-01
02468,22841.86746589748,2018-01-01
02543,23137.09742652981,2018-01-01
02555,24282.551970293713,2018-01-01
02558,23363.80739085848,2018-01-01
02680,24430.95236567622,2018-01-01
02684,20675.400480771583,2018-01-01
02691,23370.900028679658,2018-01-01
02719,24989.433304177343,2018-01-01
02720,20048.236676307108,2018-01-01
02722,23379.521689798457,2018-01-01
02738,22131.479078599066,2018-01-01
02758,23020.90458486273,2018-01-01
02789,23922.40039646748,2018-01-01
02805,22450.28473290512,2018-01-01
02810,24606.356259021624,2018-01-01
03001,24674.580939676118,2018-01-01
03013,24029.756227506117,2018-01-01
03023,26498.501465920297,2018-01-01
03036,22981.213033155465,2018-01-01
03082,22973.56782841101,2018-01-01
03084,22848.471738715718,2018-01-01
03094,26065.72547639078,2018-01-01
03095,23099.623700893007,2018-01-01
03098,23473.35504811188,2018-01-01
03101,23740.457180532998,2018-01-01
03102,23084.24546539348,2018-01-01
03118,22453.93959071809,2018-01-01
03128,23254.60264104341,2018-01-01
03138,20752.6631238785,2018-01-01
03185,22531.242678867104,2018-01-01
03190,21777.93045752615,2018-01-01
03195,27316.316925771876,2018-01-01
03211,25758.365432011757,2018-01-01
03236,22677.427723769906,2018-01-01
03254,23170.202105141,2018-01-01
03262,25302.071905348057,2018-01-01
03264,22694.60186111209,2018-01-01
03298,21647.865623535792,2018-01-01
03304,26563.01273137712,2018-01-01
03310,23874.387357359632,2018-01-01
03321,23753.272914217574,2018-01-01
04019,21661.43466489912,2018-01-01
04049,23625.405592102314,2018-01-01
04070,21821.13082068465,2018-01-01
04088,23233.62895367041,2018-01-01
04094,24730.782571444764,2018-01-01
04112,25371.696564544884,2018-01-01
04116,22979.02445284028,2018-01-01
04143,25595.43180359492,2018-01-01
04149,23988.43293702619,2018-01-01
04152,31810.08782382121,2018-01-01
04197,24019.99412850583,2018-01-01
04209,23936.69709799896,2018-01-01
04230,23905.96293123238,2018-01-01
04242,25460.00589661893,2018-01-01
04245,25433.919160687128,2018-01-01
05006,23665.13524757291,2018-01-01
05017,23196.63860552711,2018-01-01
05023,22881.37980650959,2018-01-01
05040,23373.17690964256,2018-01-01
05046,22108.926302327767,2018-01-01
05061,23114.82368924201,2018-01-01
05065,21821.068077577682,2018-01-01
05070,23288.010055983217,2018-01-01
05132,22880.665930907882,2018-01-01
05170,21451.11481143977,2018-01-01
05179,21976.02424855019,2018-01-01
06004,29445.10743086057,2018-01-01
06006,31052.488190412238,2018-01-01
06007,31214.96569896905,2018-01-01
06010,32965.60694823887,2018-01-01
06011,26407.609120357734,2018-01-01
06012,24113.28826116301,2018-01-01
06018,40964.45157557735,2018-01-01
06023,22263.43973395287,2018-01-01
06027,27165.24332911152,2018-01-01
06029,25581.748760831168,2018-01-01
06030,25706.069800615205,2018-01-01
06033,25139.09624076141,2018-01-01
06038,36097.92841914442,2018-01-01
06044,36125.41534695074,2018-01-01
06046,30124.3914242504,2018-01-01
06048,25299.632706791166,2018-01-01
06054,23528.3951142331,2018-01-01
06057,23550.339524704537,2018-01-01
06059,29729.477295685083,2018-01-01
06064,28801.84985681076,2018-01-01
06065,34134.82808811748,2018-01-01
06069,27873.199563303097,2018-01-01
06075,27138.734325710462,2018-01-01
06079,27517.57550525584,2018-01-01
06083,23071.618015588512,2018-01-01
06084,34885.762531467844,2018-01-01
06085,33150.37414795852,2018-01-01
06088,25366.456923940317,2018-01-01
06089,45822.007017919495,2018-01-01
06090,27907.734332038104,2018-01-01
06091,24551.362603531583,2018-01-01
06095,29773.55587561228,2018-01-01
06104,25192.96633609446,2018-01-01
06105,46655.46857244328,2018-01-01
06108,31256.69721289497,2018-01-01
06112,42907.35378689597,2018-01-01
06114,24981.9073890548,2018-01-01
06118,28628.960918313573,2018-01-01
06122,32832.183512368596,2018-01-01
06123,26897.80085610181,2018-01-01
06126,25656.084728793252,2018-01-01
06128,36526.021705406514,2018-01-01
06130,28116.467478734176,2018-01-01
06136,22942.624588583156,2018-01-01
06140,29585.655683799487,2018-01-01
06147,26586.44666900695,2018-01-01
06148,34357.087076934986,2018-01-01
06149,23277.35973393376,2018-01-01
06150,29664.520794897173,2018-01-01
06152,38852.89103037615,2018-01-01
06155,26097.50618494711,2018-01-01
06157,30135.36032126037,2018-01-01
06159,28948.93158755125,2018-01-01
06161,31071.798285458288,2018-01-01
06163,20407.27397126163,2018-01-01
07010,23444.085586280995,2018-01-01
07019,21797.032937532582,2018-01-01
07041,25122.31546805999,2018-01-01
07042,23601.12500304668,2018-01-01
07055,27010.73372778981,2018-01-01
07064,24892.40840984316,2018-01-01
07066,24014.920178244087,2018-01-01
07070,25208.3133763552,2018-01-01
07076,26744.275398811693,2018-01-01
07078,25334.24154232208,2018-01-01
07102,26433.64590991215,2018-01-01
07117,22312.82731713745,2018-01-01
07129,21455.22272347163,2018-01-01
07138,22738.106768447436,2018-01-01
07172,26859.082095200083,2018-01-01
07181,22354.621738804264,2018-01-01
07186,23262.9075096489,2018-01-01
07191,25100.3646103119,2018-01-01
07197,23894.676263369907,2018-01-01
07201,19440.977204074243,2018-01-01
07204,21698.120933108617,2018-01-01
07231,24539.131342537632,2018-01-01
07240,28235.78838400576,2018-01-01
07245,25761.385832041135,2018-01-01
07264,26584.95736032373,2018-01-01
07281,29687.1154729746,2018-01-01
07308,23499.659488087516,2018-01-01
07316,28184.418896084917,2018-01-01
07319,22131.20689033909,2018-01-01
07324,24785.054019129766,2018-01-01
07325,25692.036441533102,2018-01-01
07330,21223.59741839937,2018-01-01
07331,21482.308389762216,2018-01-01
07334,20899.83421090365,2018-01-01
07337,25508.17283237714,2018-01-01
07341,22805.015129302592,2018-01-01
07346,23683.452340916367,2018-01-01
07349,22247.937899479293,2018-01-01
08053,24020.63466341393,2018-01-01
08081,21875.916914388992,2018-01-01
08090,21957.77266294921,2018-01-01
08105,23186.64199218804,2018-01-01
08142,22616.12352639913,2018-01-01
08145,24968.130966467957,2018-01-01
08174,24166.91530711331,2018-01-01
08185,20484.848478002266,2018-01-01
08190,22240.67770668435,2018-01-01
08302,22585.8233483286,2018-01-01
08311,24294.032135538622,2018-01-01
08327,22878.839264246966,2018-01-01
08328,22112.772935428267,2018-01-01
08362,22568.362408717938,2018-01-01
08363,22281.332001741903,2018-01-01
08409,21997.394584253998,2018-01-01
08480,23347.51362964421,2018-01-01
08488,24944.523360403367,2018-01-01
08490,21837.245193834435,2018-01-01
08491,23757.358159178828,2018-01-01
09122,22742.60544438519,2018-01-01
09157,21053.860082329255,2018-01-01
09160,20796.6829038201,2018-01-01
09167,23317.82773657774,2018-01-01
09185,23677.007637291004,2018-01-01
09194,23030.63258740335,2018-01-01
09225,21675.120914429164,2018-01-01
09261,21532.551056663007,2018-01-01
09265,23117.142043372103,2018-01-01
09282,23557.92656337757,2018-01-01
09306,22653.24987665558,2018-01-01
09312,24156.72888165228,2018-01-01
09324,22937.781466052176,2018-01-01
09332,24511.097901012632,2018-01-01
10003,22998.073782338197,2018-01-01
10006,22127.851989171835,2018-01-01
10033,21697.97940020074,2018-01-01
10034,21018.765661363108,2018-01-01
10060,24751.74925311033,2018-01-01
10064,21268.488279988593,2018-01-01
10081,21212.8907093396,2018-01-01
10209,24500.92544005725,2018-01-01
10265,22675.82916012905,2018-01-01
10268,24464.780844777357,2018-01-01
10297,22702.370352529142,2018-01-01
10321,27532.47615149377,2018-01-01
10323,21273.75280091953,2018-01-01
10325,26083.483497753863,2018-01-01
10333,24682.309143906412,2018-01-01
10340,24604.2243366232,2018-01-01
10343,25050.145305849663,2018-01-01
10349,26202.450334985107,2018-01-01
10357,23473.82012077084,2018-01-01
10362,24546.656767961875,2018-01-01
10387,22497.27161787123,2018-01-01
10401,21375.27054300201,2018-01-01
10420,25576.89393727104,2018-01-01
11012,23448.661635527675,2018-01-01
11049,22448.76000214084,2018-01-01
11069,22084.72270309269,2018-01-01
11076,22257.58533596416,2018-01-01
11099,22523.03600127053,2018-01-01
11106,22112.967940411167,2018-01-01
11116,21825.421527535626,2018-01-01
11145,22026.975404026864,2018-01-01
11170,23224.74264582272,2018-01-01
11202,21449.29567280464,2018-01-01
11203,21942.166670172657,2018-01-01
11206,21408.067940060802,2018-01-01
11262,22858.988555589905,2018-01-01
11266,21333.180175489,2018-01-01
11269,22365.35191582765,2018-01-01
11272,25347.5382638933,2018-01-01
11279,22285.31136012236,2018-01-01
11304,20706.76926941168,2018-01-01
11353,22976.239921279743,2018-01-01
11360,23570.182051995667,2018-01-01
11369,23626.209053194747,2018-01-01
11370,23828.103273885277,2018-01-01
11379,22672.74360435084,2018-01-01
11397,21730.92483590811,2018-01-01
11429,23919.779070355533,2018-01-01
11441,25084.509453702794,2018-01-01
