municipality_code,Growth_Rate
67067,0.06514556752977145
67115,0.07482812923793843
67112,0.09979891302423011
67106,0.07620384041876883
67101,0.06541883320031215
67089,0.04699229798975916
67084,0.08691942430207317
67073,0.11140133103095318
67028,0.04366543504298603
67066,0.07135200495558355
67061,0.07228579722917179
67052,0.08113670111916291
67046,0.057415659196906686
67045,0.04917109629509699
67043,0.05574782185240221
67034,0.059973466840024345
67118,0.07056963133223056
67021,0.06439988902924779
67212,0.10639298843409739
67154,0.10161734991255371
67124,0.04317998980685191
67176,0.06996119159064829
66230,0.012239047597249616
67205,0.09170233785146419
67204,0.06857088790377101
67202,0.04589331141079686
67196,0.0824376068110083
67194,0.09812487271099937
67180,0.058140128483725184
67172,0.1027683150960559
67125,0.09570998148793107
67169,0.07859693709385364
67156,0.06926026248283727
67152,0.05691500102187439
67151,0.10666492362171513
67137,0.10505813682795757
67131,0.08260956940535015
67130,0.06800627894456002
67001,0.11090775445550662
66172,0.07548784488129642
66227,0.053761792250315764
66108,0.08399418101088386
66148,0.03577685035250817
66145,0.05742268462279772
66144,0.06079712884884674
66141,0.05112902355719309
66140,0.08240296573994267
66136,0.06015606451513338
66133,0.00647609011804734
66106,0.04884623259712638
66164,0.04052252361503723
66094,0.0725460166431467
66093,0.1046293636805961
66088,0.07956278735796149
66071,0.0636877320255663
66069,0.04942929034220689
66065,0.05189169621984421
67218,0.06996505196582904
66149,0.038073983820718464
66168,0.07484446447458237
66224,0.07625087457391501
66190,0.0700214544971877
66217,0.029805679460697773
66213,0.07179301396150602
66212,0.098004937729395
66210,0.07304958252390271
66208,0.08687144105354645
66196,0.06622032047883575
66195,0.056539231473646256
66189,0.09271112399864903
66171,0.0495682614537944
66186,0.0870409998171664
66182,0.0704517635437091
66180,0.09899064589824211
66178,0.07311686445954951
66176,0.09091440021389895
66175,0.044754783012281224
66174,0.07212248590438784
67216,0.08929657151600362
68141,0.08282502752466636
67222,0.057492238517827844
68015,0.0923880238348084
68004,0.04687933158541445
67551,0.06949370073725472
67547,0.07850475156124041
67544,0.06674838565787965
67543,0.03512839915127663
67539,0.08813265963489078
67529,0.1089354398888824
67523,0.10468054926460167
67520,0.07833571962785493
67519,0.0840149342390691
67506,0.037114290010141306
67495,0.12583569178768728
67482,0.07473151552529234
67474,0.06952848341236682
67472,0.06947996705215485
67471,0.10344119383496009
68007,0.13068615872636802
68021,0.08907876120700091
67226,0.08233917399972215
68028,0.10692459557477814
68138,0.05032831674893073
68135,0.10117818639097824
68126,0.053889789867851666
68118,0.04455768611872867
68112,0.07182840350309802
68091,-0.11350244372913176
68082,0.05309487673310347
68068,0.09606919093394715
68066,0.058652221339765255
68063,0.08417796009352692
68062,0.06520647444233081
68058,0.10019602630570634
68056,0.049725661364778635
68043,0.09333414740286
68042,0.08403970080177749
68036,0.022933586042838846
67465,0.0977956069058296
67463,0.021783938752325177
67462,0.07950866346107191
67458,0.044266627886343356
67324,0.07250853539690304
67313,0.07124374546555962
67311,0.08260402175288453
67309,0.0758897317840921
67302,0.0787442835621795
67300,0.0688939670353894
67291,0.06598978172284804
67283,0.09049353009815989
67282,0.10169517244216973
67281,0.10697625564450908
67268,0.07953442503851638
67267,0.065950289620157
67261,0.05206790546077351
67256,0.07672415324783666
67237,0.11961805345792406
67230,0.06219958517913776
67339,0.09560718032428345
67343,0.06087360555973571
67345,0.08088134261459366
67405,0.06735623247858301
67449,0.06113998238157949
67448,0.03058399860819628
67447,0.07533883559624742
67445,0.10039624095563435
67437,0.07004078991836922
67434,0.10353477270041493
67411,0.05981526296488878
67397,0.08568675499502884
67348,0.04164524574120213
67389,0.06638211043292967
67388,0.03578926588253412
67378,0.09480624936126571
67372,0.03943495080423395
67365,0.06901858370407814
67356,0.06521854015842504
67350,0.07982747819081135
66059,0.04437679424461721
62765,0.04902380643237468
66053,0.04066653942996292
63276,0.06020168124995309
63265,0.11107122913176004
63263,0.09213138802825686
63262,0.04612738456477344
63254,0.14450427930395063
63245,0.08794707782960597
63227,0.05606545384882058
63226,0.12707113675356668
63214,0.0968977818194677
63213,0.09315152101413329
63210,0.017520122521535324
63195,0.08529890217825585
63193,0.07232179657425951
63178,0.07683834183992011
63164,0.08025960490997448
63148,0.10267871376590343
63141,0.13851929160151316
63125,0.03894407367240378
63272,-0.0036069717035847643
63284,0.0484746888715001
64061,0.09640152220985364
63291,0.091718245771161
64035,0.1333180668992434
64024,0.10121563093426882
64009,0.10446875154700913
63470,-0.025600682688641414
63457,0.06055038040360753
63455,0.07592994111643851
63453,0.05387982047445916
63430,0.06764527418962614
63417,0.05212069421793365
63345,0.03661944862729736
63338,0.09630414187591205
63327,0.06494453674601065
63322,0.0451440365418767
63308,0.12346645719252324
63307,0.05564348058321088
63302,0.05673267481973646
63300,0.05869762523978617
63124,0.07371680148312763
63116,0.078298647064535
63113,0.06310541680584454
63103,0.10333855446278012
62865,0.03752199170538044
62863,0.06653462554377519
62861,0.047098768212584095
62849,0.05533251572084533
62848,0.06700066170548943
62846,0.06335734363713709
62842,0.07857095429145769
62841,0.06930560531816271
62826,0.14450932579764772
62801,0.05921273861351964
62774,0.08593616125031055
62773,0.0893724747411493
62771,0.056908323469005304
62770,0.05368926499541666
62767,0.0918643794206859
68146,0.07377300556253595
62764,0.08238340733117039
62893,0.0930846588582498
62894,0.06591778128095627
62895,0.06521313756118319
63040,0.08449823990617096
63099,0.1413935772997282
63075,0.07071435834713242
63070,0.09270979297600065
63069,0.09465018889302633
63063,0.026206823374750304
63050,0.07705678751019004
63042,0.06898271295753794
63032,0.08137359326744024
62902,0.0501813565804305
63026,0.09499415754073895
63022,0.07220973793083361
63019,0.05734507590116337
63014,0.07259185462160528
63003,0.06481695468746862
63001,0.1246243290827668
62907,0.07473092647345686
64038,0.13687779121239693
64062,0.08496002261756652
66050,0.059197978545308824
65344,0.053661463324317295
65331,0.01585376976083946
65304,0.04791023470318825
65286,0.0551203990518793
65258,0.05035970605266068
65235,0.07016885886741629
65226,0.09910305800829022
65100,0.07811381627253222
65062,0.10736240973741129
65059,0.0704174793724494
65047,0.057161200532604685
65025,-0.006651660449182651
64558,0.08000505212635896
64547,0.07914765741127794
64546,0.11957334889396078
64545,0.07259678555985997
64540,0.06054836637869182
64519,0.02467531161203139
65340,0.09489428638282564
65417,0.0500511799727825
64065,0.09172656794650154
65433,0.08495710695128698
66049,0.07111202735389055
66038,0.06434556162851202
66037,0.08944890985057696
66028,0.0635801168601179
66024,0.06189848230071799
66021,0.06345457642442
66017,0.07008945072933881
66016,0.10301570597241107
66014,0.07435046441526906
66012,0.0731514288763346
66011,0.11969097562803561
66009,0.04461532561501043
66008,0.05641493815675728
66003,0.06442938383603872
66002,0.05583244032727413
65460,0.0801562802392687
65440,0.046050588106332356
64511,0.04418149674893033
64504,0.10421373106090892
64499,0.053721575436948145
64496,0.03734268002851497
64256,0.08573131484991212
64237,0.06689905500277128
64230,0.06571327148128366
64191,0.09509741505530828
64189,0.14274915460959212
64160,0.0489664368137186
64147,0.08867693512457246
64140,0.08529835907148874
64138,0.0498464453933409
64132,0.0767702610033265
64129,0.06106969472571595
64125,0.12766284881757417
64122,0.0903322273936711
64102,0.06347534966123189
64100,0.022843653212749494
64068,0.06365224752889181
64260,0.07167583743584466
64269,0.15722889548880187
64279,0.0690139890521508
64410,0.06463776766717613
64495,0.08564080137648221
64483,0.0966837597591309
64453,0.06391807317599864
64445,0.07948525235767448
64430,0.05354980291817411
64422,0.04534988239364784
64417,0.028179285589821634
64407,0.07492579509304922
64284,0.11208902824695223
64405,0.08869641624812402
64399,0.11086669102902881
64393,0.08917261580448053
64371,0.05673928356313307
64348,0.06512090696560582
64335,0.017029789620654795
64304,0.08638085998729562
68145,0.055151928903314905
69297,0.012768501781677651
68149,0.0717956348233551
72035,0.051680104200116164
72024,0.0958546193199978
72023,0.07800185398599754
72013,0.09310465342258653
72008,0.06118523021695144
72003,0.08478107072630539
71555,0.0764792513667462
71543,0.05970920877116091
71540,0.09830606410473633
71528,0.07361919497851584
71512,0.05738020193948281
71499,0.09502765854708481
71486,0.04882441729624011
71475,0.07743773717075787
71445,0.09229402368665227
71420,0.052766851295663476
71342,0.05146036532036685
72025,0.08892853040119526
72039,0.08589877503746726
72180,0.043213817085587754
72042,0.09266922874568634
72168,0.05059648499592554
72155,0.05435821676920988
72154,0.078894473003536
72146,0.048754967020255495
72138,0.060282440134117786
72137,0.06131558195715396
72132,0.05577257445888626
72124,0.05499965479274351
72095,0.049057776502756376
72090,0.11037713005917368
72080,0.08191720651427055
72071,0.04571250509482874
72065,0.08627149278091759
72058,0.10344122879618128
72054,0.09982121977214514
72051,0.0720792789853717
72047,0.08931745666486762
71336,0.09803332235374737
71310,0.07060752589078516
71309,0.0628953798703302
71306,0.06300234732385765
71070,0.05047188670346389
71059,0.028349116622871155
71056,0.10224415425445993
71047,0.040580088254788566
71040,0.09373315479180211
71014,0.060980357155085686
70550,0.059754917656080646
70513,0.08103564422492697
70467,0.09140893440352532
70451,0.08981471065803742
70447,0.06175804245569235
70421,0.09645822485702149
70311,0.04363297698857856
70310,0.055955684775775866
70285,0.07574895730593065
70279,0.07583092777387623
70245,0.07416386432441507
71073,0.0349576370367272
71076,0.05551372073014791
71081,0.06675219550774704
71154,0.0457880194208722
71270,0.04878227029014962
71263,0.07225182860099705
71230,0.1088348241512449
71221,0.12441810946486569
71215,0.08666445850647087
71190,0.07517745071368104
71176,0.06704630686625453
71153,0.07453035558755769
71090,0.09719694896088502
71150,0.07814534250937516
71137,0.1254288079875365
71132,0.058680788922776374
71120,0.035091144237171384
71118,0.04686152597232753
71106,0.06133255485169855
71105,0.0075114857221705985
72176,0.07711830865886408
72181,0.058759454973196096
70120,0.08713781436846897
73182,0.132658463069581
73179,0.04146167318326344
73171,0.052581737429906475
73157,0.07043326994534618
73154,0.05344236321872741
73151,0.0986637700097801
73150,0.08094447991888358
73137,0.06509589386322824
73130,0.09804744306144447
73128,0.09356720161753244
73124,0.03318558854814619
73103,0.13281397655846064
73087,0.06959587680859396
73065,0.06263255674350118
73064,0.06172815762452577
73059,0.05009465611964262
73054,0.10072748931607775
73051,0.05895385834616929
73181,0.040637972536901455
73187,0.0862752897196297
72191,0.04490330429510372
73191,0.11189344455640052
73328,0.10049186820540626
73303,0.056006483943262575
73300,0.10552148750456287
73296,0.12339058908823593
73290,0.07998882228460731
73285,0.0693975559716936
73270,0.006087869435014396
73261,0.05178317836524281
73257,0.14217540183802393
73248,0.06681983413284821
73236,0.03514985455881012
73227,0.13380591822808474
73225,0.10454822833890978
73222,0.014188043260140205
73215,0.0858793745945317
73213,0.06530125484532694
73204,0.08947973478067851
73043,0.09599807175475979
73034,0.08353771612917248
73032,0.04344722581517896
73031,0.04311064672227883
72287,0.11391796104910333
72280,0.09899578157724342
72269,0.05083330853506909
72264,0.039105273795467015
72262,0.05364232808561326
72260,0.06462581243291461
72257,0.12637573939054442
72253,0.06486692584182419
72244,0.0719836222307223
72241,0.08593195897726838
72231,0.09051329710704084
72228,0.05030651537899351
72223,0.0717281098345839
72217,0.0677427451420814
72213,0.07668411893580952
72200,0.09059442272386642
72198,0.09937016742328171
72289,0.10176247705326351
72299,0.0826816254002925
72300,0.08425376171161439
72386,0.06500678633918579
73030,0.13010383533696734
73029,0.13918473890170013
73011,0.09074092385340862
73010,0.07991672796684808
73008,0.1040796764214147
73006,0.12396012990983406
73003,0.1074292530132336
72373,0.06175457296305109
72308,0.02706426511271211
72350,0.0832140961116195
72346,0.08161035348474963
72344,0.101065362903069
72334,0.027310174116402207
72329,0.08507938086021716
72328,0.05101226375168035
72320,0.12646591835076576
70207,0.055467633216397035
70026,0.060705274170935845
68152,0.0827263596812517
69044,0.09004347486349265
69040,0.06348691994150381
69034,0.09613734489508458
69033,0.18074356253223048
69029,0.07819701403207217
69028,0.10461690280254551
69027,0.10196247001067377
69024,0.07226173404797138
69021,0.06338669811252275
69019,0.08510483626216883
69018,0.10504482105051598
69013,0.1213576068175247
69010,0.07123568721099306
69009,0.08129000610404401
69007,0.14470008708456497
69006,0.09480732429891293
69003,0.1587484469927201
69043,0.13315224874721832
69046,0.06667541697952246
69096,0.07400747502827058
69049,0.10843382458308455
69092,0.09879493557530655
69091,0.05526361146920548
69089,0.09152787384515959
69088,0.09097657190568963
69087,0.09186534245790809
69086,0.08369955011207719
69081,0.04286701221595806
69076,0.0563518704086467
69072,0.10916019264845286
69069,0.07396242672517361
69068,0.0499900690053876
69066,0.044336490664708426
69064,0.06906279985955613
69063,0.01716304743367713
69056,0.14791240869696293
69052,0.09089662688214974
69050,0.07237399929121471
68384,0.05399611342240682
68376,0.05643472978196589
68375,0.08586863375389046
68374,0.029333837053513844
68270,0.07013513522547395
68269,0.08218188482377733
68258,0.0815075375875944
68256,0.06606977770722676
68249,0.0482756339352271
68226,0.0498941329256165
68224,0.04057697483644628
68218,0.08418307357038114
68201,0.04401993821753368
68195,0.06049570294822871
68173,0.06423946570786887
68166,0.07910951638754013
68163,0.04109409900821833
68162,0.037014678700331975
68156,0.05134017426588652
68155,0.07905775096895776
68154,0.04961846030352602
68271,0.02359969401749581
68278,0.06552262897146151
68286,0.057906096403209865
68318,0.06671590657875079
68352,0.07354957160094408
68349,0.014306787688491984
68348,0.0772246569656687
68343,0.08722408733549807
68338,0.08974239319048781
68334,0.05014792526781887
68321,0.08285746893733674
68315,0.09881836006982929
68287,0.05736194344586379
68309,0.08996368449772969
68300,0.044538520585633234
68298,0.10481997041105134
68297,0.0772034198001149
68295,0.07784812579643244
68292,0.08443594629673669
68289,0.08721454172127796
69094,0.026839634020158244
69100,0.0895067869058336
69299,0.09956442145619808
69275,0.09809141169290182
69272,0.0694461761862919
69271,0.28390738356196227
69270,0.13797934639056098
69268,0.09914538490671401
69267,0.08969740093561722
69266,0.06769070957774409
69264,0.06054188531659345
69260,0.09292661184660711
69259,0.0553018812661245
69256,0.08035580453467926
69255,0.068061553273307
69250,0.09485183952231
69249,0.1171479472605616
69248,0.0898859808909662
69244,0.1101146406187911
69243,0.08402977090182871
69241,0.10507769429440593
69273,0.1492421403147199
69276,0.05669239218666832
69112,0.042302018896795655
69277,0.12082452136458999
69298,0.12411520060935709
69296,0.115113090870721
69294,0.027560076486203074
69293,0.12414165410487235
69292,0.08260933599606297
69291,0.11046497480904498
69290,0.08381926532316906
69289,0.10193227406811
69288,0.07645516649575633
69287,0.09419045873200808
69286,0.07538958709799326
69285,0.08717330230238085
69284,0.09894334513630329
69283,0.09225556985949267
69282,0.07140325498210011
69279,0.1416867450657293
69278,0.11773957838826
69238,0.0872774901000365
69231,0.09069628692466515
69228,0.06442961234936988
69227,0.09382863053566931
69154,0.04581770375407085
69152,0.08190440574413811
69149,0.09673959922906492
69148,0.09049662810568229
69143,0.07651558320420158
69142,0.0990881471838295
69141,0.09243277022034911
69136,0.1219038439089293
69133,0.18323354039947723
69131,0.08564111684735037
69127,0.09294083111153179
69123,0.0826087461562494
69121,0.025140987018358523
69118,0.07583156607991183
69117,0.020713711462601092
69116,0.011884862201151642
69115,0.11235002596049976
69156,0.09000636437408169
69157,0.09972347889242193
69159,0.07929373772377268
69199,0.05969133282054315
69219,0.08443415427817823
69208,0.12361389279852113
69207,0.17029881548179346
69206,0.04830572852115693
69205,0.08943437515414239
69204,0.11896457096758765
69202,0.05928994025159467
69197,0.1366803417518921
69163,0.09379475438062662
69194,0.09441971823231585
69191,0.10121945193979708
69179,0.09141626521480725
69177,0.10705635182789541
69176,0.08956339165668639
69175,0.08782749782797634
69171,0.08279676762231362
62758,0.05651653157395283
60584,0.07067174957274454
62757,0.08651645102390014
59068,0.019317327546131954
59053,0.07400165856583378
59052,0.07614801375564335
59051,0.06448928596470592
59044,0.07549365122509112
59043,0.06454634830833177
59041,0.06762841137717267
59037,0.0688119741107645
59036,0.03493339723244014
59035,0.07515442443374329
59034,0.08352413831081291
59033,0.04481352761440608
59032,0.111790816250669
59028,0.07512162918959012
59024,0.06532893922477787
59022,0.08630151380675818
59017,0.061405627014594635
59016,0.11592943585736784
59067,0.0045945965577294705
59071,0.08579074001413875
59139,0.0463665507491
59074,0.04112408125737583
59135,0.08400966991299447
59131,0.051738383820231375
59129,0.14510852160330837
59128,0.1031719281625498
59124,0.3208498726068714
59122,0.04017016072642694
59112,0.070828242836161
59107,0.019410518190545102
59104,0.061339882168405704
59098,0.08659474293189268
59094,0.06162638870146418
59092,0.08418648713086081
59090,0.108204446778748
59086,0.054357982896763864
59084,0.07910803885836147
59080,0.08776944139227044
59079,0.07102235590022765
59015,0.09954505325855914
59014,0.082262619688889
59012,0.09754816384014887
59011,0.07228196577819486
57757,0.040775933545014104
57752,0.05321072755226949
57751,0.037709539034934854
57724,0.08524827414137055
57690,0.05577438575343404
57683,0.04912861639260473
57678,0.06021739520079102
57672,-0.01049051758529627
57669,0.09032817946607886
57666,0.024861443627300847
57663,0.07761773915277757
57660,0.07110137257040736
57659,0.052769499742693154
57647,0.060797155871469596
57642,-0.0030123974365499745
57631,0.03570627864003914
58059,0.01777670799297403
58079,0.044081498063778084
58194,0.04530907599003917
59009,0.06940578725560173
59008,0.0656090261346125
59005,0.08530979817732916
59002,0.07125888383232323
58303,0.03795199721233411
58238,0.06341101364219928
58214,0.0463079550562894
58160,0.06842152784672255
58086,-0.003923107143316008
58151,0.09289614336202225
58134,0.05810442719388957
58131,0.08006711692569587
58121,0.06739324835261166
58117,0.02823323256993424
58095,0.08818479194899513
58088,0.0205101896245767
59136,0.054471790494578794
59143,0.07491197635996219
57628,0.023246619662990745
59309,0.07268737914312808
59302,0.10255484845996014
59301,0.07566140087997268
59299,0.07479314754341801
59295,0.038529420583805034
59292,0.053706151426121285
